flag,count_all,pct_all,pct_active
velocity_invalid,0,0,0
attitude_tilt,1174,12.8193928805416,12.5955985640705
moment,541,5.90740336317973,2.98111440611831
thrust,236,2.57698187377157,2.80942718901202
