kind,host_time,seq,motor,pct,pulse_us,fc_ms,dwell_ms,sample_index,raw,grams,count,mean_g,min_g,max_g,std_g,error
sample,1779022000.5973406,0,1,0,1100,91180,500,0,5,4.97945205479452,,,,,,
sample,1779022000.6213408,0,1,0,1100,91180,500,1,2,1.9917808219178081,,,,,,
sample,1779022000.6463485,0,1,0,1100,91180,500,2,2,1.9917808219178081,,,,,,
sample,1779022000.6721518,0,1,0,1100,91180,500,3,2,1.9917808219178081,,,,,,
sample,1779022000.6967463,0,1,0,1100,91180,500,4,-1,-0.9958904109589041,,,,,,
sample,1779022000.7217462,0,1,0,1100,91180,500,5,-1,-0.9958904109589041,,,,,,
sample,1779022000.746753,0,1,0,1100,91180,500,6,-1,-0.9958904109589041,,,,,,
sample,1779022000.7717478,0,1,0,1100,91180,500,7,1,0.9958904109589041,,,,,,
sample,1779022000.7967646,0,1,0,1100,91180,500,8,1,0.9958904109589041,,,,,,
sample,1779022000.8221147,0,1,0,1100,91180,500,9,1,0.9958904109589041,,,,,,
sample,1779022000.846117,0,1,0,1100,91180,500,10,2,1.9917808219178081,,,,,,
sample,1779022000.8711233,0,1,0,1100,91180,500,11,2,1.9917808219178081,,,,,,
sample,1779022000.8961444,0,1,0,1100,91180,500,12,2,1.9917808219178081,,,,,,
sample,1779022000.9206734,0,1,0,1100,91180,500,13,5,4.97945205479452,,,,,,
sample,1779022000.945678,0,1,0,1100,91180,500,14,5,4.97945205479452,,,,,,
sample,1779022000.9706745,0,1,0,1100,91180,500,15,5,4.97945205479452,,,,,,
sample,1779022000.9956806,0,1,0,1100,91180,500,16,8,7.967123287671233,,,,,,
sample,1779022001.0204499,0,1,0,1100,91180,500,17,8,7.967123287671233,,,,,,
sample,1779022001.0454493,0,1,0,1100,91180,500,18,8,7.967123287671233,,,,,,
sample,1779022001.070443,0,1,0,1100,91180,500,19,9,8.963013698630137,,,,,,
summary,1779022001.070443,0,1,0,1100,91180,500,,,,20,3.237,-0.996,8.963,3.084,
sample,1779022001.1072686,1,1,1,1108,91690,500,0,9,8.963013698630137,,,,,,
sample,1779022001.132104,1,1,1,1108,91690,500,1,9,8.963013698630137,,,,,,
sample,1779022001.157331,1,1,1,1108,91690,500,2,9,8.963013698630137,,,,,,
sample,1779022001.1813715,1,1,1,1108,91690,500,3,9,8.963013698630137,,,,,,
sample,1779022001.206917,1,1,1,1108,91690,500,4,9,8.963013698630137,,,,,,
sample,1779022001.2319264,1,1,1,1108,91690,500,5,9,8.963013698630137,,,,,,
sample,1779022001.2569172,1,1,1,1108,91690,500,6,9,8.963013698630137,,,,,,
sample,1779022001.2819335,1,1,1,1108,91690,500,7,9,8.963013698630137,,,,,,
sample,1779022001.306682,1,1,1,1108,91690,500,8,9,8.963013698630137,,,,,,
sample,1779022001.3312242,1,1,1,1108,91690,500,9,9,8.963013698630137,,,,,,
sample,1779022001.3562706,1,1,1,1108,91690,500,10,7,6.971232876712328,,,,,,
sample,1779022001.3812807,1,1,1,1108,91690,500,11,7,6.971232876712328,,,,,,
sample,1779022001.4065337,1,1,1,1108,91690,500,12,7,6.971232876712328,,,,,,
sample,1779022001.4318779,1,1,1,1108,91690,500,13,7,6.971232876712328,,,,,,
sample,1779022001.456854,1,1,1,1108,91690,500,14,7,6.971232876712328,,,,,,
sample,1779022001.4818544,1,1,1,1108,91690,500,15,7,6.971232876712328,,,,,,
sample,1779022001.5058787,1,1,1,1108,91690,500,16,8,7.967123287671233,,,,,,
sample,1779022001.5317242,1,1,1,1108,91690,500,17,8,7.967123287671233,,,,,,
sample,1779022001.5567334,1,1,1,1108,91690,500,18,8,7.967123287671233,,,,,,
sample,1779022001.5817316,1,1,1,1108,91690,500,19,7,6.971232876712328,,,,,,
summary,1779022001.5817316,1,1,1,1108,91690,500,,,,20,8.117,6.971,8.963,0.906,
sample,1779022001.612274,2,1,2,1116,92195,500,0,7,6.971232876712328,,,,,,
sample,1779022001.6372793,2,1,2,1116,92195,500,1,7,6.971232876712328,,,,,,
sample,1779022001.662267,2,1,2,1116,92195,500,2,3,2.9876712328767123,,,,,,
sample,1779022001.6872668,2,1,2,1116,92195,500,3,3,2.9876712328767123,,,,,,
sample,1779022001.711805,2,1,2,1116,92195,500,4,3,2.9876712328767123,,,,,,
sample,1779022001.7368054,2,1,2,1116,92195,500,5,0,0.0,,,,,,
sample,1779022001.7618053,2,1,2,1116,92195,500,6,0,0.0,,,,,,
sample,1779022001.7867982,2,1,2,1116,92195,500,7,0,0.0,,,,,,
sample,1779022001.8113546,2,1,2,1116,92195,500,8,-1,-0.9958904109589041,,,,,,
sample,1779022001.836354,2,1,2,1116,92195,500,9,-1,-0.9958904109589041,,,,,,
sample,1779022001.8613474,2,1,2,1116,92195,500,10,-1,-0.9958904109589041,,,,,,
sample,1779022001.886341,2,1,2,1116,92195,500,11,-1,-0.9958904109589041,,,,,,
sample,1779022001.9108915,2,1,2,1116,92195,500,12,-1,-0.9958904109589041,,,,,,
sample,1779022001.935892,2,1,2,1116,92195,500,13,-1,-0.9958904109589041,,,,,,
sample,1779022001.9608908,2,1,2,1116,92195,500,14,0,0.0,,,,,,
sample,1779022001.985891,2,1,2,1116,92195,500,15,0,0.0,,,,,,
