t_s,sample_ms,height_m,raw_flow_x,raw_flow_y,flow_x_no_height_m_s,flow_y_no_height_m_s,flow_x_with_height_m_s,flow_y_with_height_m_s,app_vx_m_s,app_vy_m_s,vofa_vx_m_s,vofa_vy_m_s,acc_nav_x_m_s2,acc_nav_y_m_s2,acc_nav_z_m_s2,rate_roll_rad_s,rate_pitch_rad_s,rate_roll_dps,rate_pitch_dps,moment_roll_n_m,moment_pitch_n_m,tilt_out_0_rad,tilt_out_1_rad,force_cmd_x_n,force_cmd_y_n,horizontal_scale,protection_flags,roll_est_deg,pitch_est_deg,roll_acc_deg,pitch_acc_deg,alpha,dt_ms,vel_ref_x_m_s,vel_ref_y_m_s,vel_loop_active,flow_quality,flow_valid,ekf_vx_m_s,ekf_vy_m_s,ekf_updates,ekf_rejects,ekf_skips
35.04700000000594,2835712,0.3628425896167755,3,-1,0.03,-0.01,0.010885277688503265,-0.0036284258961677552,0.010882734321057796,-0.0036275782622396946,0.014493209309875965,-0.002897741971537471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4674550982715111,1.995148972552201,0.48571059107780457,1.383711576461792,0.9802191853523254,1.0089999437332153,0.0,0.05120000243186951,0.0,104,1,0.0,0.0,0,0,0
35.0630000000092,2835724,0.36289769411087036,5,-1,0.05,-0.01,0.01814488470554352,-0.003628976941108704,0.0181448832154274,-0.0036289768759161234,0.005806363187730312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.43325009802971337,1.9658940755338783,0.6226867437362671,0.8317199349403381,0.9802575707435608,1.0069999694824219,0.0,0.05120000243186951,0.0,104,1,0.0,0.0,0,0,0
35.0630000000092,2835733,0.3625835180282593,2,0,0.02,0.0,0.007251670360565185,0.0,0.007257953751832247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4471186776078646,1.9337863195721,0.680791437625885,0.7970268726348877,0.9801614880561829,1.0119999647140503,0.0,0.05120000243186951,0.0,103,1,0.005806363187730312,0.0,1,0,0
35.078000000008615,2835744,0.3627292811870575,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.002897389233112335,1.1491486873183021e-07,-0.0002490940678399056,0.00011913210619240999,0.0009467125055380166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4071008586977065,1.911926976666777,0.26734885573387146,0.8416478633880615,0.9807382822036743,0.9820000529289246,0.0,0.05120000243186951,0.0,103,1,0.0029018342029303312,0.0,1,0,0
35.094000000011874,2835753,0.36317405104637146,1,0,0.01,0.0,0.0036317405104637148,0.0,0.003627292811870575,0.0,0.0,0.0,0.0004811078542843461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.370311035665587,1.9088513312553488,0.7688817977905273,0.835806667804718,0.9803922176361084,1.0,0.0,0.05120000243186951,0.0,102,1,0.0029018342029303312,0.0,1,0,0
35.094000000011874,2835764,0.3638131320476532,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-2.668114120751852e-07,1.9690763508606324e-07,-0.00047765541239641607,0.0003525111242197454,0.0013061714125797153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.37788601056351645,1.8397419085177766,0.45869138836860657,0.28530722856521606,0.9810076355934143,0.9679999947547913,0.0,0.05120000243186951,0.0,103,1,0.0,0.0,1,0,0
35.11000000000058,2835773,0.3642285466194153,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.39260182193610405,1.6972655600116195,1.3338539600372314,0.00323845143429935,0.9794703125953674,1.0479999780654907,0.0,0.05120000243186951,0.0,102,1,0.0,0.0,1,0,1
35.11000000000058,2835784,0.3648485541343689,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.006486679892987013,0.014593941159546375,0.000571927463170141,0.0006691968883387744,0.0008882332476787269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.48144352390193745,1.6182439207319632,0.75893634557724,0.5092886090278625,0.9798926115036011,1.0260000228881836,0.0,0.05120000243186951,0.0,102,1,0.0,0.0,1,0,0
35.125,2835793,0.3652515709400177,4,5,0.04,0.05,0.014610062837600708,0.018262578547000887,0.01459394209086895,0.018242426216602325,0.014634541235864162,0.017561448737978935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.48915434179544093,1.590433049701435,1.180006742477417,0.3881170451641083,0.980199933052063,1.0099999904632568,0.0,0.05120000243186951,0.0,101,1,0.011675153858959675,0.014593941159546375,1,0,0
35.14100000000326,2835804,0.36586353182792664,5,6,0.05,0.06,0.018293176591396332,0.021951811909675597,0.018293175846338272,0.021951811388134956,0.04390362277626991,0.03219599276781082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5745811242242524,1.4776222137058546,1.2244113683700562,-0.0567731074988842,0.980199933052063,1.0099999904632568,0.0,0.05120000243186951,0.0,102,1,0.014634541235864162,0.017561448737978935,1,0,0
