pc_elapsed_s,pc_unix_s,frame_index,roll_deg,pitch_deg,yaw_deg,range_height_m,fc_time_s,vel_est_x_m_s,vel_est_y_m_s,coax_roll_rate_kd,coax_pitch_rate_kd,coax_yaw_angle_kp,coax_yaw_rate_kd,vel_loop_x_kp,vel_loop_y_kp,vel_loop_x_ki,vel_loop_y_ki,vel_loop_x_kd,vel_loop_y_kd,vel_loop_enable,coax_roll_angle_kp,coax_pitch_angle_kp
0.800209,1784814459.833511,29,-0.0152483732,-0.00845497847,-0.0924930573,0.302558064,38.7130013,0.000488824444,-0.00024912256,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
0.832208,1784814459.865510,30,-0.0206573755,-0.0126765668,-0.0926422179,0.302813292,38.7380028,0.000262838352,-7.50196486e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
0.863210,1784814459.896513,31,-0.0239405781,-0.0125999451,-0.0920837522,0.302974105,38.7630005,0.000155758054,0.000118218384,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
0.894210,1784814459.927513,32,-0.0227247477,-0.0142714083,-0.0920817256,0.301606566,38.788002,5.45903204e-05,0.000139303913,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
0.894210,1784814459.927513,33,-0.0276209414,-0.0171751976,-0.0923568308,0.302617341,38.8130035,2.83115151e-05,0.000132980989,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
0.926210,1784814459.959513,34,-0.0246769786,-0.0187006593,-0.093031317,0.301910847,38.8380013,-4.81980533e-05,0.000137227049,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
0.957209,1784814459.990512,35,-0.0209986269,-0.0200797915,-0.092875123,0.302203029,38.8630028,-0.000127941414,9.49456989e-06,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
0.989210,1784814460.022513,36,-0.028006494,-0.0251901448,-0.0930689573,0.301735789,38.8880005,-0.000317897444,0.000113388662,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.020211,1784814460.053513,37,-0.0292529762,-0.0246533751,-0.093369782,0.302129567,38.913002,-0.000347165886,0.000195422122,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.020211,1784814460.053513,38,-0.0348778963,-0.0184563398,-0.0933562517,0.302632242,38.9380035,-0.000174226909,0.000369717018,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.052209,1784814460.085512,39,-0.0361171365,-0.0154835284,-0.0930540562,0.301596135,38.9630013,-3.33373464e-05,0.000450608495,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.082210,1784814460.115513,40,-0.0265625715,-0.0187774301,-0.0939853489,0.301829368,38.9880028,-2.4685316e-05,0.000316664751,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.113209,1784814460.146512,41,-0.0256223083,-0.0196864903,-0.0948105156,0.301751018,39.0130005,-8.45927425e-05,1.69791201e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.144212,1784814460.177515,42,-0.0237873495,-0.0179460049,-0.0947235823,0.302594811,39.038002,-2.28778172e-05,-6.5308981e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.144212,1784814460.177515,43,-0.0267103314,-0.0207436383,-0.095613271,0.301961243,39.0630035,-9.83144346e-05,-9.13285476e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.176218,1784814460.209521,44,-0.0307188332,-0.0197187662,-0.0951139033,0.301756144,39.0880013,-8.92236931e-05,8.23017253e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.207736,1784814460.241039,45,-0.0280356109,-0.0146349669,-0.0958301425,0.302080899,39.1130028,-8.75617843e-06,0.000125983614,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.238736,1784814460.272039,46,-0.0316486657,-0.0135659873,-0.0942876339,0.302611679,39.1380005,6.90408415e-05,0.000159141011,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.270735,1784814460.304037,47,-0.0251030177,-0.0171328187,-0.0942182243,0.302315861,39.163002,-1.9823101e-05,3.46233946e-06,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.270735,1784814460.304037,48,-0.0196138024,-0.0136628151,-0.0946993828,0.302133471,39.1880035,1.52227067e-05,-0.000122689307,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.301287,1784814460.334590,49,-0.0213333219,-0.0112532079,-0.0947711766,0.303339541,39.2130013,0.0001103701,-0.000261850771,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.333060,1784814460.366363,50,-0.0196468979,-0.013050735,-0.0943492353,0.303143442,39.2380028,6.55001713e-05,-0.000272996142,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.364916,1784814460.398218,51,-0.0196100622,-0.0197829306,-0.0952547491,0.303616881,39.2630005,-0.000204215641,-0.000181933021,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.396834,1784814460.430137,52,-0.0247704983,-0.0154289901,-0.0953658521,0.302910626,39.288002,-0.000201343253,-5.06635406e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.396834,1784814460.430137,53,-0.0202345252,-0.00283071399,-0.0944844484,0.302250087,39.3130035,0.000249520846,-0.000122701909,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.428127,1784814460.461430,54,-0.0226640701,-0.00133654475,-0.0946829319,0.302683175,39.3380013,0.000414370908,-0.000119534066,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.459323,1784814460.492626,55,-0.0230121464,-0.0068796277,-0.0942979753,0.30291301,39.3630028,0.000297481049,-8.63173045e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.491319,1784814460.524622,56,-0.0210971683,-0.0104206502,-0.0946167409,0.303540766,39.3880005,0.000146051301,-8.38994674e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.522664,1784814460.555967,57,-0.0263382196,-0.0216923356,-0.0944406688,0.3031739,39.413002,-0.000184370161,1.64787627e-06,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.522664,1784814460.555967,58,-0.0255048275,-0.0280476511,-0.0945355296,0.302268475,39.4380035,-0.000498883368,0.000128327971,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.553662,1784814460.586965,59,-0.0253761709,-0.0242317915,-0.0946355164,0.303174496,39.4630013,-0.000470045779,7.9982201e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.585662,1784814460.618964,60,-0.0310151279,-0.0130843222,-0.094601959,0.303196251,39.4880028,-0.000194779292,0.000124361613,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.616661,1784814460.649964,61,-0.0257428586,-0.00863102078,-0.09515962,0.304154634,39.5130005,0.000160360491,4.86645367e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.616661,1784814460.649964,62,-0.0259412527,-0.00991305709,-0.0955546796,0.302560359,39.538002,0.000171146006,4.10329667e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.662666,1784814460.695969,63,-0.0219590366,-0.00425964594,-0.0956331491,0.302731395,39.5630035,0.000299885956,-3.2506221e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.693662,1784814460.726965,64,-0.022205621,-0.00927206874,-0.0957635343,0.302536517,39.5880013,0.000236463617,-0.000126427112,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.693662,1784814460.726965,65,-0.0301143229,-0.0238894522,-0.0953696966,0.302497357,39.6130028,-0.000181273994,2.46523505e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.738936,1784814460.772239,66,-0.0260204077,-0.0285366476,-0.0956234336,0.302787632,39.6380005,-0.000450849242,3.79427438e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.770231,1784814460.803534,67,-0.0296728313,-0.0196057558,-0.0950891972,0.303291678,39.663002,-0.000334602228,0.00017506181,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.770231,1784814460.803534,68,-0.0260488391,-0.0119345784,-0.0944996476,0.303700745,39.6880035,-4.63132601e-05,0.00015421267,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.800799,1784814460.834102,69,-0.0174956769,-0.00859731436,-0.0953239799,0.305974931,39.7130013,0.000130625471,-0.000122023972,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.832119,1784814460.865422,70,-0.0220424533,-0.00326070189,-0.0949357152,0.307371914,39.7380028,0.000304682122,-0.000222250528,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.864120,1784814460.897422,71,-0.0177976936,-0.00301861763,-0.0952281654,0.308177531,39.7630005,0.00046532019,-0.000334613287,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.895120,1784814460.928422,72,-0.018699199,-0.00798556209,-0.0954292417,0.30865252,39.788002,0.000282237539,-0.000348153611,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.895120,1784814460.928422,73,-0.0203279108,-0.00741735101,-0.0951190591,0.30855459,39.8130035,0.000191412793,-0.00025645073,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.926133,1784814460.959436,74,-0.0222482979,-0.00666594505,-0.0953870118,0.308811814,39.8380013,9.37112491e-05,-0.000122863828,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.958121,1784814460.991424,75,-0.031370461,-0.00830975175,-0.0954293907,0.308370829,39.8630028,5.6044395e-05,0.000157947055,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.989177,1784814461.022480,76,-0.0318864584,-0.0102708042,-0.0951396823,0.308156699,39.8880005,-6.32263982e-05,0.000329155824,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.021120,1784814461.054423,77,-0.0291269422,-0.00754967332,-0.0950640738,0.308043063,39.913002,-1.58157709e-05,0.000304796355,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.021120,1784814461.054423,78,-0.0284944177,-0.00859981775,-0.0950621367,0.307790697,39.9380035,-8.07764718e-06,0.000224913209,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.053121,1784814461.086424,79,-0.0209618956,-0.00879648328,-0.0950545669,0.308520019,39.9630013,-5.34454302e-05,-8.47926494e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.084120,1784814461.117423,80,-0.019167766,-0.0106152296,-0.0953829288,0.306942225,39.9880028,-0.000101234175,-0.000224436139,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.116120,1784814461.149423,81,-0.0175031573,-0.00713074207,-0.0955812335,0.307561636,40.0130005,-5.93124751e-05,-0.000163462086,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.116120,1784814461.149423,82,-0.0158271492,-0.00618183613,-0.0950856805,0.307464778,40.038002,1.03000057e-05,-0.000237537926,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.147781,1784814461.181084,83,-0.0233585089,-0.00682473183,-0.0951057374,0.306402296,40.0630035,-1.46278273e-06,-4.11063265e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.179785,1784814461.213088,84,-0.0253996551,-0.00442650914,-0.0956689417,0.307674974,40.0880013,3.9196304e-05,0.000102048863,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.211277,1784814461.244580,85,-0.0271291137,-0.000299811363,-0.0956538916,0.308058619,40.1130028,0.000165924284,9.45038119e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.242277,1784814461.275580,86,-0.0294995904,-0.000595241785,-0.0956010818,0.308374792,40.1380005,0.000177219175,0.000305208872,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.242277,1784814461.275580,87,-0.0209738016,-4.19914722e-05,-0.0955784619,0.307900816,40.163002,0.000160512005,0.000103001214,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.274279,1784814461.307582,88,-0.0190565288,4.91738319e-05,-0.0956448317,0.307030618,40.1880035,0.000127850624,-3.75043528e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.305278,1784814461.338581,89,-0.0146780312,-0.0003490448,-0.0957435668,0.306283057,40.2130013,0.000114689872,-0.000180787712,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.336287,1784814461.369590,90,-0.0167524368,-0.00322806835,-0.0961874723,0.306119591,40.2380028,2.58771179e-05,-0.000213777515,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.368281,1784814461.401583,91,-0.024260357,-0.00281310081,-0.0962710381,0.307537854,40.2630005,-1.36959115e-05,3.28409078e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.368281,1784814461.401583,92,-0.0256122351,-0.00342622399,-0.0966331959,0.306527257,40.288002,6.80029552e-05,5.66686285e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.398901,1784814461.432204,93,-0.0296417773,-0.00275427103,-0.0961895883,0.307447702,40.3130035,4.76509886e-05,0.000207608871,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.431433,1784814461.464736,94,-0.0243896693,-0.0165526867,-0.0963482261,0.30648914,40.3380013,-0.000283360423,0.000152337496,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.462434,1784814461.495737,95,-0.0234673023,-0.0171492994,-0.0963879228,0.307061851,40.3630028,-0.000587351562,8.13645238e-06,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.493442,1784814461.526744,96,-0.0255132914,-0.0160975158,-0.0965960026,0.307253629,40.3880005,-0.00052409881,1.99688111e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.493442,1784814461.526744,97,-0.0236423761,-0.0189530551,-0.0974036455,0.307473898,40.413002,-0.000544843322,-5.60877015e-06,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.524436,1784814461.557739,98,-0.0336204767,-0.0181681812,-0.0972043574,0.308005244,40.4380035,-0.000501469709,0.000182252305,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.557433,1784814461.590736,99,-0.0340988338,-0.0151515007,-0.0976912081,0.307773948,40.4630013,-0.000358394173,0.000329393661,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.587441,1784814461.620744,100,-0.0322047174,-0.00743159652,-0.0976319611,0.307904512,40.4880028,-0.000155830785,0.000291875273,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.632080,1784814461.665382,101,-0.0258499086,-0.00852146745,-0.0982530713,0.307623804,40.5130005,-1.88691283e-05,0.000211078412,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.632080,1784814461.665382,102,-0.0172693282,-0.0159859657,-0.0989695191,0.307841063,40.538002,-0.000202526426,-0.000119559976,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.663774,1784814461.697077,103,-0.0192668587,-0.0146762431,-0.0996104181,0.307956368,40.5630035,-0.000143285783,-0.000248317432,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.695125,1784814461.728428,104,-0.0206648558,-0.0123073757,-0.099886775,0.307054073,40.5880013,-0.000167409322,-0.000218743153,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.695125,1784814461.728428,105,-0.0298445225,-0.00298336148,-0.100168288,0.306141615,40.6130028,8.83046887e-05,-2.53852818e-06,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.727084,1784814461.760387,106,-0.035836637,-0.000690102577,-0.0995543897,0.306059837,40.6380005,0.000316925696,0.000281639397,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.758595,1784814461.791897,107,-0.0356288552,-0.00341135263,-0.100219399,0.306943953,40.663002,0.000252535974,0.000343959255,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.790146,1784814461.823449,108,-0.03416875,-0.006791085,-0.099586457,0.307203829,40.6880035,0.000140831544,0.000304170797,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.821147,1784814461.854450,109,-0.0238248259,-0.0100360811,-0.0995681882,0.308131367,40.7130013,4.66218626e-06,0.000110100416,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.821147,1784814461.854450,110,-0.0180305541,-0.00627431273,-0.0995497108,0.308633,40.7380028,1.49133975e-05,-0.00019587054,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.851158,1784814461.884461,111,-0.0153498501,-0.0114153326,-0.100366861,0.308751345,40.7630005,-5.22267947e-05,-0.000330818875,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.882149,1784814461.915452,112,-0.0179752856,-0.0115692914,-0.100804806,0.308894932,40.788002,-0.00016689465,-0.000325996371,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.913295,1784814461.946598,113,-0.0234167576,-0.00298708677,-0.100653768,0.308393657,40.8130035,3.33585231e-05,-9.42104743e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.945334,1784814461.978637,114,-0.0277849138,-0.00235357881,-0.100987554,0.308166325,40.8380013,0.000201600284,7.97999528e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.945334,1784814461.978637,115,-0.0276960433,-0.00319483876,-0.100039482,0.306392819,40.8630028,0.000129145672,0.000179672497,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.977336,1784814462.010639,116,-0.0237146616,-0.0119579136,-0.100479305,0.307093471,40.8880005,-5.19203313e-05,0.000122750746,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
3.009336,1784814462.042639,117,-0.0213444531,-0.0198093355,-0.100249082,0.30812645,40.913002,-0.000382886268,-8.74344732e-06,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
