pc_elapsed_s,pc_unix_s,frame_index,roll_deg,pitch_deg,yaw_deg,range_height_m,fc_time_s,vel_est_x_m_s,vel_est_y_m_s,coax_roll_rate_kd,coax_pitch_rate_kd,coax_yaw_angle_kp,coax_yaw_rate_kd,vel_loop_x_kp,vel_loop_y_kp,vel_loop_x_ki,vel_loop_y_ki,vel_loop_x_kd,vel_loop_y_kd,vel_loop_enable
3.212104,1784370867.714549,100,-3.01306343,-3.24341011,-1.24191856,0.449999958,113.468002,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.244110,1784370867.746556,101,-3.01103139,-3.24136305,-1.24155807,0.449999958,113.493004,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.276111,1784370867.778556,102,-3.00881672,-3.24199104,-1.24212456,0.449999958,113.518005,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.307121,1784370867.809567,103,-3.00890446,-3.23902512,-1.24195671,0.449999958,113.543007,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.307121,1784370867.809567,104,-3.01166582,-3.23508883,-1.24220085,0.449999958,113.568008,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.338712,1784370867.841158,105,-3.00849605,-3.23116446,-1.24287415,0.449999958,113.593002,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.369712,1784370867.872157,106,-3.00791001,-3.22667122,-1.24324417,0.447724968,113.618004,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.400749,1784370867.903194,107,-3.00836277,-3.22853136,-1.24419022,0.448521227,113.643005,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.432379,1784370867.934824,108,-3.01238346,-3.22601748,-1.24455833,0.449038804,113.668007,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.432379,1784370867.934824,109,-3.00885224,-3.22579813,-1.24499321,0.449375212,113.693008,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.464381,1784370867.966827,110,-3.01195502,-3.22500992,-1.24506378,0.449735999,113.718002,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.495300,1784370867.997745,111,-3.01278925,-3.22440958,-1.24583435,0.449828386,113.743004,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.526889,1784370868.029334,112,-3.01088572,-3.22936678,-1.24606323,0.449888438,113.768005,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.557808,1784370868.060253,113,-3.00952148,-3.23361969,-1.24671364,0.449927479,113.793007,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.557808,1784370868.060253,114,-3.00995874,-3.23621798,-1.24728775,0.449952871,113.818008,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.589808,1784370868.092253,115,-3.01017618,-3.23416805,-1.24767113,0.44998008,113.843002,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.620325,1784370868.122771,116,-3.00793576,-3.22925186,-1.24821854,0.449987054,113.868004,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.651025,1784370868.153471,117,-3.00890303,-3.23113632,-1.24833488,0.449991584,113.893005,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.681782,1784370868.184227,118,-3.01139235,-3.23117685,-1.24930954,0.449994534,113.918007,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.681782,1784370868.184227,119,-3.01362371,-3.23017311,-1.2493763,0.449997693,113.943008,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.713430,1784370868.215876,120,-3.01110387,-3.23760319,-1.24968147,0.449998498,113.968002,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.744413,1784370868.246858,121,-3.01295519,-3.23424101,-1.24982643,0.449999034,113.993004,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.775369,1784370868.277815,122,-3.01301837,-3.23387766,-1.2502327,0.449999362,114.018005,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.806516,1784370868.308962,123,-3.0140202,-3.23092651,-1.25047112,0.449999571,114.043007,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.839347,1784370868.341793,124,-3.01016474,-3.23213673,-1.25102043,0.449999809,114.068008,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.839347,1784370868.341793,125,-3.00729847,-3.2316823,-1.25109291,0.449999869,114.093002,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.870912,1784370868.373358,126,-3.00805759,-3.22706652,-1.25158691,0.449999899,114.118004,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.901048,1784370868.403494,127,-3.00773644,-3.23035622,-1.25211716,0.449999928,114.143005,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
