pc_elapsed_s,roll_deg,pitch_deg,yaw_deg,range_height_m,fc_time_s,vel_est_x_m_s,vel_est_y_m_s,coax_roll_rate_kd,coax_pitch_rate_kd,coax_yaw_angle_kp,coax_yaw_rate_kd,vel_loop_x_kp,vel_loop_y_kp,vel_loop_x_ki,vel_loop_y_ki,vel_loop_x_kd,vel_loop_y_kd,vel_loop_enable
0.11555361747741699,-0.012210547924041748,-0.11465772241353989,-0.10612376034259796,0.45236077904701233,23.177001953125,0.00048033552593551576,0.0002008758019655943,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.11555361747741699,-0.012544393539428711,-0.11454461514949799,-0.10572348535060883,0.4515345096588135,23.202001571655273,0.0004926785477437079,0.00019067824177909642,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.17844104766845703,-0.013064593076705933,-0.11758006364107132,-0.10553066432476044,0.4564233124256134,23.227001190185547,0.00037793596857227385,0.00019014245481230319,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.17844104766845703,-0.00937989354133606,-0.12141881138086319,-0.10576550662517548,0.45767515897750854,23.25200080871582,0.00020227953791618347,0.00014152891526464373,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.17844104766845703,-0.010824114084243774,-0.12335952371358871,-0.10594232380390167,0.4584888517856598,23.277000427246094,7.609270687680691e-05,8.630437514511868e-05,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.2416245937347412,-0.010705530643463135,-0.12637068331241608,-0.10617320239543915,0.4590177536010742,23.302001953125,5.0295966502744704e-05,0.00018099701264873147,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.2416245937347412,-0.009587228298187256,-0.1290639042854309,-0.10612855851650238,0.4593615233898163,23.327001571655273,-7.364516204688698e-05,0.00014433215255849063,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.3037903308868408,-0.009074747562408447,-0.13008083403110504,-0.10615871846675873,0.45973023772239685,23.352001190185547,-0.00015117746079340577,0.0001260116696357727,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.3037903308868408,-0.00783073902130127,-0.13315646350383759,-0.10626251995563507,0.45982465147972107,23.37700080871582,-0.00021307324641384184,8.109824557323009e-05,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.3037903308868408,-0.005572706460952759,-0.13260743021965027,-0.10640133917331696,0.45988601446151733,23.402000427246094,-0.0001907745754579082,-3.0371177217602963e-06,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.3643605709075928,-0.004540860652923584,-0.13239434361457825,-0.10698460042476654,0.45992588996887207,23.427001953125,-0.00018066460324916989,-5.348823469830677e-05,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.3643605709075928,-0.0062697529792785645,-0.13149839639663696,-0.10690106451511383,0.4599686861038208,23.452001571655273,-0.00012576484004966915,-2.352704541408457e-05,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.4269251823425293,-0.00681343674659729,-0.1284102350473404,-0.1067219227552414,0.4599796533584595,23.477001190185547,-0.00010501773795112967,-5.532785871764645e-05,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.4269251823425293,-0.006103336811065674,-0.12094692885875702,-0.10664765536785126,0.45998677611351013,23.50200080871582,0.00013828868395648897,-4.9408601626055315e-05,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.4269251823425293,-0.008039623498916626,-0.11930745840072632,-0.10655905306339264,0.4599913954734802,23.527000427246094,0.0002500697155483067,-8.503193384967744e-06,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.48990893363952637,-0.009555816650390625,-0.11862398684024811,-0.1062757819890976,0.4599944055080414,23.552001953125,0.00026630665524862707,6.402612052625045e-05,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
0.48990893363952637,-0.010160595178604126,-0.12002815306186676,-0.1059277206659317,0.45999762415885925,23.577001571655273,0.00020425514958333224,0.00011431914754211903,1.0,1.0,1.0,0.15000000596046448,4.949999809265137,4.809999942779541,0.0,0.0,0.0,0.0,1.0
