pc_elapsed_s,pc_unix_s,frame_index,roll_deg,pitch_deg,yaw_deg,range_height_m,fc_time_s,vel_est_x_m_s,vel_est_y_m_s,coax_roll_rate_kd,coax_pitch_rate_kd,coax_yaw_angle_kp,coax_yaw_rate_kd,vel_loop_x_kp,vel_loop_y_kp,vel_loop_x_ki,vel_loop_y_ki,vel_loop_x_kd,vel_loop_y_kd,vel_loop_enable
2.304340,1784371364.453905,88,-2.94115138,-3.43386126,-9.99927711,0.450000018,610.078003,-0.000924937718,0.000598661311,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.304340,1784371364.453905,89,-2.94068146,-3.43449163,-9.9999218,0.450000018,610.103027,-0.000879190746,0.000558794418,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.336344,1784371364.485910,90,-2.93839145,-3.4390521,-10.0009632,0.450000018,610.128052,-0.000974850962,0.000538408058,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.367347,1784371364.516912,91,-2.93975878,-3.43886948,-10.0015411,0.450000018,610.153015,-0.000966573425,0.000452557346,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.398662,1784371364.548228,92,-2.94317818,-3.44221926,-10.0018158,0.450000018,610.17804,-0.00110832241,0.000636642973,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.429923,1784371364.579488,93,-2.94426107,-3.44520664,-10.0026817,0.450000018,610.203003,-0.00118698354,0.000682557293,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.429923,1784371364.579488,94,-2.94704986,-3.44418716,-10.0030346,0.450000018,610.228027,-0.00111535401,0.000753083499,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.461098,1784371364.610664,95,-2.94693565,-3.44414425,-10.0030384,0.450000018,610.253052,-0.00106040784,0.000786872522,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.492375,1784371364.641941,96,-2.94669676,-3.4406786,-10.0035229,0.453500003,610.278015,-0.000902656815,0.000749474275,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.524369,1784371364.673934,97,-2.94257951,-3.44526911,-10.0041885,0.452275008,610.30304,-0.000898174709,0.000635952456,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.555589,1784371364.705154,98,-2.93900967,-3.44605875,-10.0042992,0.450961173,610.328003,-0.000925474509,0.000443258934,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.555589,1784371364.705154,99,-2.93927622,-3.44464779,-10.0048714,0.450624764,610.353027,-0.000797492277,0.000327182206,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
