pc_elapsed_s,pc_unix_s,frame_index,roll_deg,pitch_deg,yaw_deg,range_height_m,fc_time_s,vel_est_x_m_s,vel_est_y_m_s,coax_roll_rate_kd,coax_pitch_rate_kd,coax_yaw_angle_kp,coax_yaw_rate_kd,vel_loop_x_kp,vel_loop_y_kp,vel_loop_x_ki,vel_loop_y_ki,vel_loop_x_kd,vel_loop_y_kd,vel_loop_enable,coax_roll_angle_kp,coax_pitch_angle_kp
1.022782,1784814703.927208,37,-0.0287918448,-0.00905692577,-1.53139412,0.300801992,282.252014,0.00118705234,-3.87693763e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.022782,1784814703.927208,38,-0.0382905602,-0.0221162736,-1.53011322,0.300688863,282.277008,0.000809900928,0.000195939196,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.053780,1784814703.958206,39,-0.0342640281,-0.0337374806,-1.53282404,0.300712436,282.302002,0.000510406622,0.000331076561,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.085783,1784814703.990209,40,-0.0258306563,-0.0110391974,-1.53222907,0.300878525,282.327026,0.000838080945,0.00021237912,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.117780,1784814704.022206,41,-0.0134493113,0.00641030073,-1.53038597,0.301692039,282.35202,0.00137752702,-0.00025598405,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.147782,1784814704.052208,42,0.0015399307,-0.00353866816,-1.53045952,0.30129239,282.377014,0.00119803974,-0.000833771366,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.147782,1784814704.052208,43,0.0126655996,0.00175446272,-1.53339052,0.301657826,282.402008,0.000991895446,-0.0012687851,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.179782,1784814704.084208,44,0.0184959322,0.0228069425,-1.53432775,0.301855445,282.427002,0.00141377863,-0.00144300587,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.211795,1784814704.116221,45,0.0162911266,0.0234509706,-1.53302634,0.301960319,282.452026,0.00139522692,-0.00131625973,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.242782,1784814704.147208,46,0.0148825943,0.000270575285,-1.53317106,0.301983237,282.47702,0.000744695717,-0.00108187203,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.273649,1784814704.178074,47,0.00746683776,-0.0230462551,-1.53508151,0.301995397,282.502014,-0.000182043368,-0.000743128068,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.273649,1784814704.178074,48,0.00930933654,-0.0117760897,-1.53664482,0.301998049,282.527008,-0.000279435917,-0.000535922183,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.304657,1784814704.209083,49,0.00240425766,-0.0139648914,-1.53742623,0.30199948,282.552002,-0.000282530702,-0.000336695404,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.335806,1784814704.240232,50,-0.0145924538,-0.0152591765,-1.54120922,0.301999778,282.577026,-0.000317072176,0.000105618819,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.369803,1784814704.274229,51,-0.025035426,-0.014269948,-1.54214227,0.302349955,282.60202,-0.000101219106,0.00064261537,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.400803,1784814704.305228,52,-0.0393308699,-0.00447508693,-1.54193652,0.302725345,282.627014,9.15435521e-05,0.00110432494,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.400803,1784814704.305228,53,-0.0351688266,-0.0210048258,-1.54086697,0.301849216,282.652008,-0.000185386074,0.00113366323,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.444807,1784814704.349233,54,-0.0253841579,-0.0443201363,-1.54289007,0.301936299,282.677002,-0.00087021559,0.000782888208,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.476806,1784814704.381232,55,-0.0166561306,-0.0317350328,-1.54452562,0.302707881,282.702026,-0.000722288329,0.000277791551,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.476806,1784814704.381232,56,-0.0160341114,-0.0215709507,-1.54524946,0.302299082,282.72702,-0.000386707165,5.84387817e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.508621,1784814704.413046,57,-0.0205982924,-0.0271279812,-1.54583824,0.302082151,282.752014,-0.000377342774,9.35515782e-05,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.539620,1784814704.444046,58,-0.0265620351,-0.0258003771,-1.54754472,0.302612215,282.777008,-0.000352223375,0.000223290466,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.569627,1784814704.474053,59,-0.0355146229,-0.010638535,-1.54728806,0.30289349,282.802002,6.4107262e-05,0.000616648118,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.600625,1784814704.505051,60,-0.0334070027,-0.00370109081,-1.545928,0.302955002,282.827026,0.00058502442,0.000596637372,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.600625,1784814704.505051,61,-0.0200664997,-0.00627779961,-1.54503953,0.301912278,282.85202,0.000516003638,0.000236648251,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.631623,1784814704.536048,62,-0.00863809884,-0.00628983974,-1.54556477,0.301962942,282.877014,0.000428842119,-0.000223638825,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.662624,1784814704.567050,63,-0.0106886178,-0.000231713057,-1.54545605,0.301036954,282.902008,0.000509459584,-0.00047153639,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.693619,1784814704.598045,64,-0.0203219503,-0.0129753351,-1.5459125,0.301015615,282.927002,0.000234760068,-0.000225204916,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.725618,1784814704.630044,65,-0.0328955054,-0.0282793343,-1.5463022,0.301354319,282.952026,-0.000392188696,0.000190033432,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.725618,1784814704.630044,66,-0.0444587171,-0.0115780234,-1.54626822,0.302304715,282.97702,-0.000163288656,0.000654218195,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.756620,1784814704.661046,67,-0.0383863151,0.0110943913,-1.54571509,0.301733702,283.002014,0.00061487261,0.000678704411,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.786626,1784814704.691052,68,-0.0249464065,0.00539958477,-1.54471862,0.301310003,283.027008,0.000739171228,0.000233303857,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.818617,1784814704.723043,69,-0.0110742003,-0.000845104456,-1.54643166,0.301810533,283.052002,0.000428660278,-0.000338461919,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.849624,1784814704.754050,70,-0.00425554812,-0.00317233801,-1.54624331,0.301342458,283.077026,0.000285587885,-0.000680980447,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.849624,1784814704.754050,71,-0.00625528395,6.69658184e-05,-1.54654968,0.301094085,283.10202,0.000214798143,-0.000728205719,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.880430,1784814704.784855,72,-0.00556817651,-0.00210216641,-1.54724097,0.301617265,283.127014,0.000125652383,-0.000627362053,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.911711,1784814704.816136,73,-0.00773392618,0.00437545776,-1.54811537,0.301544905,283.152008,0.00024351402,-0.000518361281,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.943345,1784814704.847770,74,-0.0118558705,0.0243411958,-1.54810071,0.301002741,283.177002,0.000774945249,-0.000332963362,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.973355,1784814704.877780,75,-0.0101287514,0.018573314,-1.54728198,0.301578254,283.202026,0.000810078927,-0.000211880222,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
1.973355,1784814704.877780,76,-0.00659544766,0.00103750825,-1.54778302,0.302749306,283.22702,0.000154473528,-0.000303335139,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
2.004353,1784814704.908779,77,0.00185911357,-0.000484019518,-1.54884553,0.303079009,283.252014,-0.000124484883,-0.000471159699,0,0,1,0.150000006,0,0,0,0,0,0,0,0,0
