"host_time_s","stage","timestamp_us","sequence","raw_temperature","raw_accel_x","raw_accel_y","raw_accel_z","raw_gyro_x","raw_gyro_y","raw_gyro_z","temperature_c","accel_x_g","accel_y_g","accel_z_g","gyro_x_dps","gyro_y_dps","gyro_z_dps","roll_deg","pitch_deg","yaw_deg","roll_acc_deg","pitch_acc_deg","roll_gyro_deg","pitch_gyro_deg","roll_residual_deg","pitch_residual_deg","accel_norm_g","accel_residual_deg","dt_ms","gyro_bias_ready","imu_data_ready_count","imu_poll_ready_count"
"6.1364286","shake","1056306302","1044681","402","3","8153","-252","-31","-62","38","28.14063","0.04036121","0.001702138","0.9970282","-1.131498","0.1778525","-1.279995","-0.2369234","1.789925","44.07665","0.1412566","2.301693","-0.2917809","2.646018","0.4330375","-0.3443248","0.9979204","0.5532459","1.009","1","1044682","0"
"6.141166","shake","1056311344","1044686","408","-33","8175","-47","-35","-87","35","28.1875","0.02747044","0.005482637","0.9963897","-1.026016","0.6512762","-2.077008","-0.2320113","1.792243","44.06919","0.2684102","1.403494","-0.2870061","2.648958","0.5554163","-1.245464","0.9974273","1.363696","1.008","1","1044687","0"
"6.1673494","shake","1056337559","1044712","386","8","8111","7","-25","-21","-5","28.01563","0.005441888","0.001555496","0.9909309","0.1780571","0.3073574","-0.5190327","-0.225158","1.790474","44.03016","0.07121184","0.2793556","-0.2810627","2.646567","0.3522745","-2.367211","0.9907362","2.393279","1.008","1","1044713","0"
"6.1724359","shake","1056342601","1044717","384","32","8084","29","-20","2","-18","28","0.003182641","-0.0002600235","0.9889107","0.4623473","0.2793431","0.005179107","-0.2266617","1.791645","44.0294","-0.01506531","0.1843961","-0.2825664","2.648009","0.217681","-2.50293","0.9887567","2.512378","1.007","1","1044718","0"
"6.1771971","shake","1056346632","1044721","400","19","8079","-112","-29","11","-26","28.04688","0.006360027","-0.002327492","0.9876471","0.7273152","0.4539552","0.5149977","-0.2296919","1.793408","44.03125","-0.1350232","0.3689543","-0.2855966","2.649501","0.1505734","-2.280547","0.9876703","2.285512","1.009","1","1044722","0"
"6.1822851","shake","1056352683","1044727","406","12","8044","-24","-54","-15","-23","28.17188","0.005684395","-0.00214466","0.9841489","0.7816762","1.10357","-0.06493443","-0.2344597","1.798025","44.03269","-0.1248589","0.3309331","-0.2903644","2.654118","0.1655055","-2.323185","0.9841676","2.329072","1.008","1","1044728","0"
"6.1983257","shake","1056368815","1044743","420","59","8021","134","-57","18","-21","28.28125","-0.01242191","-0.007151231","0.9813579","0.6878465","1.490456","0.4176664","-0.2463641","1.823174","44.02666","-0.4175114","-0.725185","-0.3022688","2.679267","-0.1186544","-3.459642","0.9809856","3.461676","1.008","1","1044744","0"
"6.2031463","shake","1056372848","1044747","400","42","7992","16","-52","30","-16","28.125","-0.01017763","-0.00662663","0.9789047","0.5998002","1.224512","1.080003","-0.2493368","1.829741","44.03135","-0.3809896","-0.4913341","-0.3052415","2.685834","-0.07574809","-3.177168","0.9783005","3.178071","1.008","1","1044748","0"
"6.2295929","shake","1056400070","1044774","386","14","8011","-136","-77","-55","11","28.01563","0.03227065","-0.007590669","0.9782913","-0.2360727","2.095573","-1.632288","-0.2537316","1.881105","44.02345","-0.4445553","1.88926","-0.3096363","2.737198","-0.08279347","-0.9781365","0.9786765","0.9816343","1.008","1","1044775","0"
"6.2345203","shake","1056404103","1044778","396","-30","7991","-315","-63","-32","19","28.10938","0.0343184","-0.002550318","0.9770887","-0.4758655","1.633499","-0.8692958","-0.2521437","1.890008","44.01763","-0.1495485","2.011572","-0.3080484","2.746101","0.1585","-0.7345288","0.9776945","0.7514352","1.009","1","1044779","0"
"6.2390954","shake","1056409145","1044783","388","-3","8013","-215","-61","-15","30","28.03125","0.02875722","-0.001666984","0.9769995","-0.7362537","1.496595","-0.3336608","-0.2496776","1.896253","44.01556","-0.0977596","1.802802","-0.3048203","2.753834","0.2101014","-0.9510323","0.9777446","0.9739636","1.009","1","1044784","0"
"6.2433896","shake","1056413179","1044787","380","58","8083","-306","-69","-32","36","27.96875","0.03366359","-0.003243183","0.9801942","-0.916283","1.588328","-0.5346789","-0.2463877","1.902381","44.01384","-0.2769156","1.941477","-0.3013744","2.760072","0.02445877","-0.8185952","0.9817807","0.8189605","1.008","1","1044788","0"
"6.261492","shake","1056431330","1044805","388","22","8037","-268","-59","-62","13","28.07813","0.03515902","-0.007903942","0.9805323","-0.3762151","1.366198","-1.607577","-0.2345698","1.928482","43.99332","-0.4618437","2.053512","-0.2904744","2.784575","-0.1713693","-0.7310627","0.9811943","0.7508795","1.008","1","1044806","0"
"6.2662643","shake","1056436372","1044810","384","3","8052","-307","-73","-84","14","28","0.03658159","-0.00586626","0.981208","-0.3531599","1.64725","-2.081549","-0.233533","1.934569","43.98558","-0.2823434","2.143935","-0.289208","2.792383","0.006864548","-0.6484478","0.9826811","0.6484841","1.008","1","1044811","0"
"6.2709448","shake","1056440405","1044815","400","-4","8116","-268","-83","-80","15","28.125","0.03499262","-0.0003093433","0.984988","-0.3526287","1.927004","-2.17431","-0.2323972","1.943619","43.9746","-0.01799419","2.034631","-0.2883019","2.799712","0.2703077","-0.7650816","0.9856095","0.8652274","1.008","1","1044816","0"
"6.2924104","shake","1056462590","1044836","400","-84","8228","-225","-85","-56","6","28.125","0.02084119","0.01065494","0.9987698","-0.2016803","2.188178","-1.375292","-0.2267651","1.991268","43.94472","0.6023848","1.238531","-0.2825781","2.849604","0.8849629","-1.611073","1.00028","1.838128","1.008","1","1044837","0"
"6.2970799","shake","1056466623","1044840","392","-186","8210","-211","-96","-62","4","28.0625","0.02312865","0.01535583","1.001792","-0.09326009","2.486014","-1.596856","-0.2264482","2.003161","43.93725","0.8781813","1.322413","-0.2823529","2.859254","1.160534","-1.536841","1.002177","1.925803","1.009","1","1044841","0"
"6.3015606","shake","1056471665","1044845","396","-108","8212","-37","-103","-75","0","28.09375","0.01594639","0.01582618","1.001315","0.0168312","2.68868","-1.918358","-0.2267655","2.013741","43.92989","0.9055066","0.9122697","-0.282815","2.872535","1.177701","-2.027347","1.001473","2.344593","1.009","1","1044846","0"
"6.3236223","shake","1056493847","1044867","404","-201","8220","-151","-70","4","-12","28.15625","0.009041341","0.01924805","1.001933","0.4882662","1.678578","0.5177519","-0.2347394","2.061222","43.9175","1.150321","0.5918937","-0.2911272","2.91907","1.441448","-2.327176","1.00254","2.737429","1.007","1","1044868","0"
"6.328451","shake","1056498887","1044872","400","-186","8231","-136","-84","-20","-13","28.125","0.0145861","0.02260365","1.003637","0.4913813","2.010609","-0.1050204","-0.2372916","2.070654","43.91837","1.271063","0.8859151","-0.2937258","2.928839","1.564789","-2.042924","1.004124","2.573344","1.009","1","1044873","0"
"6.3333171","shake","1056502921","1044876","410","-175","8241","-143","-92","-24","-12","28.09375","0.0160818","0.02112144","1.004966","0.4674396","2.270714","-0.4481165","-0.2398754","2.081729","43.91668","1.204012","0.9165857","-0.2957801","2.937822","1.499792","-2.021237","1.005316","2.516898","1.008","1","1044877","0"
"6.3536117","shake","1056524094","1044897","402","-90","8212","-22","-89","-6","-14","28.14063","0.005454374","0.01025077","1.00294","0.422016","2.261463","-0.05422265","-0.2480447","2.125218","43.90651","0.5734481","0.2135013","-0.3043998","2.983632","0.8778478","-2.770131","1.002995","2.905898","1.008","1","1044898","0"
"6.3585843","shake","1056528125","1044901","394","-50","8196","36","-73","1","-21","28.125","0.0007638078","0.008384209","1.001986","0.656556","2.030652","0.265564","-0.2508132","2.13627","43.90726","0.4794164","0.04367469","-0.3067179","2.992362","0.7861344","-2.948688","1.002021","3.051682","1.008","1","1044902","0"
"6.3633731","shake","1056533167","1044906","390","-97","8160","46","-64","-4","-31","28.04688","0.002493744","0.008614545","0.999904","0.8853143","1.727006","0.3059682","-0.2538915","2.14559","43.909","0.5454454","0.1735781","-0.3107083","3.001683","0.8561537","-2.828105","0.9993495","2.954857","1.008","1","1044907","0"
"6.3696635","shake","1056539216","1044912","408","-65","8160","-248","-74","-1","-40","28.0625","0.0134323","0.009643891","0.9972072","1.159715","1.698821","0.2680439","-0.2610261","2.155672","43.91102","0.5540844","0.7716866","-0.3169308","3.011765","0.8710152","-2.240078","0.9973443","2.403459","1.008","1","1044914","0"
"6.3846826","shake","1056554340","1044928","400","-150","8211","-25","-68","9","-40","28.125","0.02047398","0.0184291","0.9995125","1.306503","1.730844","0.4364073","-0.2808084","2.183777","43.91621","1.056305","1.173281","-0.336713","3.03987","1.393018","-1.866589","0.999892","2.329088","1.009","1","1044929","0"
"6.3895079","shake","1056559381","1044932","400","-190","8181","20","-60","26","-38","28.125","0.01577934","0.01990074","0.9992908","1.288217","1.573927","0.8880377","-0.2859288","2.190644","43.91919","1.097351","0.838555","-0.343031","3.048377","1.440382","-2.209822","0.9997904","2.637805","1.009","1","1044933","0"
"6.4159126","shake","1056586604","1044959","400","-150","8285","-62","-16","10","10","28.125","0.0002074565","0.02265383","1.00453","-0.1330409","0.3822427","0.1887433","-0.3023507","2.228477","43.92392","1.291896","0.01182977","-0.3582554","3.08457","1.650152","-3.100295","1.005098","3.494552","1.009","1","1044960","0"
"6.4209613","shake","1056590638","1044963","400","-155","8275","-80","-7","8","15","28.125","0.001863773","0.02123325","1.005985","-0.3764245","-0.07261918","0.5830436","-0.3009049","2.229021","43.92654","1.209158","0.1036269","-0.3568096","3.085114","1.565967","-2.981487","1.006211","3.367717","1.008","1","1044964","0"
"6.4255926","shake","1056595679","1044968","388","-285","8207","-177","-3","-17","27","28.03125","0.01052291","0.02671308","1.00425","-0.6364385","-0.2617331","0.1941043","-0.2986348","2.228201","43.92846","1.536296","0.7280946","-0.3538441","3.084027","1.89014","-2.355932","1.004522","3.020438","1.008","1","1044969","0"
"6.4301015","shake","1056599712","1044972","400","-147","8164","-274","-18","-23","24","27.98438","0.02522437","0.02240102","1.000453","-0.71747","0.06771335","-0.2487179","-0.2950245","2.227644","43.92811","1.282689","1.443928","-0.3509292","3.083737","1.633618","-1.639808","1.001021","2.314666","1.009","1","1044973","0"
"6.4469143","shake","1056616852","1044989","396","-138","8190","128","-12","-34","25","28.09375","-0.003912113","0.0161731","1.000092","-0.7615007","0.1174821","-0.9907452","-0.2820952","2.235494","43.90976","0.9264844","-0.2240965","-0.3379999","3.091587","1.264484","-3.315683","1.00023","3.548616","1.007","1","1044990","0"
"6.4519949","shake","1056621893","1044994","378","-135","8207","286","7","-21","20","27.95313","-0.01401171","0.01562205","1.000249","-0.6179301","-0.3280467","-0.6868831","-0.2795742","2.235002","43.90643","0.9105434","-1.043499","-0.3348901","3.090718","1.245433","-4.134217","1.000308","4.317738","1.008","1","1044995","0"
"6.4769634","shake","1056647100","1045019","396","-71","8182","-144","-11","-48","13","28.09375","0.008718768","0.009815921","0.9971409","-0.3738454","-0.2919402","-1.09723","-0.2672596","2.216279","43.89213","0.549082","0.4615386","-0.3231643","3.072371","0.8722463","-2.610833","0.9972272","2.752682","1.008","1","1045020","0"
"6.4822243","shake","1056652142","1045024","400","-106","8188","33","-18","-43","8","28.125","0.002998695","0.009904423","0.9980509","-0.2420163","0.08687355","-1.092196","-0.2663923","2.216318","43.88774","0.602765","0.0281384","-0.3221305","3.072505","0.9248955","-3.044367","0.9982799","3.181761","1.008","1","1045025","0"
"6.4868627","shake","1056656175","1045029","398","-47","8198","49","-16","-39","4","28.10938","-0.004277999","0.00957673","0.9988841","-0.1313043","0.1246591","-0.9032218","-0.2657309","2.216937","43.88313","0.5493025","-0.2453724","-0.3216356","3.07303","0.8709381","-3.318402","0.9989392","3.430791","1.007","1","1045030","0"
"6.4912397","shake","1056661214","1045033","406","-75","8178","-29","-6","-18","5","28.17188","-0.007766959","0.008946777","0.9984542","-0.09585535","-0.1073623","-0.4921732","-0.2654807","2.216853","43.88008","0.5275131","-0.2827902","-0.3213463","3.072749","0.8488594","-3.355539","0.9985022","3.461243","1.008","1","1045034","0"
"6.5080795","shake","1056678350","1045050","402","-58","8139","-271","-28","-25","-4","28.14063","0.0266227","0.01052192","0.9949678","0.1708859","0.2635063","-0.2931745","-0.2672724","2.214216","43.88197","0.5422525","1.489438","-0.3233775","3.070661","0.86563","-1.581222","0.9951205","1.802659","1.009","1","1045051","0"
"6.513279","shake","1056683392","1045055","404","-55","8106","-158","-26","-27","-4","28.15625","0.02171118","0.008706644","0.9925469","0.1629796","0.5423075","-0.548543","-0.2682388","2.216794","43.87954","0.4644906","1.110858","-0.3243572","3.073321","0.7888478","-1.962463","0.9922056","2.115075","1.009","1","1045056","0"
"6.539438","shake","1056709606","1045081","392","-35","8150","-147","-12","-31","6","28.0625","0.01837204","0.00891506","0.9935021","-0.1489311","0.03247979","-0.4969589","-0.2697651","2.215345","43.88322","0.4334892","1.028171","-0.3256698","3.071438","0.759159","-2.043267","0.9941791","2.179739","1.009","1","1045082","0"
"6.5444586","shake","1056714648","1045086","392","-139","8150","-9","-19","-40","12","28.0625","0.01456491","0.01095593","0.9947003","-0.2078657","0.1386825","-0.7469913","-0.2693214","2.215724","43.88078","0.6310476","0.8388433","-0.3252261","3.071816","0.9562737","-2.232973","0.9950024","2.595761","1.009","1","1045087","0"
"6.5488715","shake","1056718682","1045090","396","-112","8160","-47","-13","-30","16","28.09375","0.008515721","0.01312751","0.9957395","-0.3511053","0.06771941","-0.7104673","-0.2683127","2.216143","43.87772","0.7168127","0.4233634","-0.323879","3.072226","1.040692","-2.648863","0.9959009","2.845964","1.008","1","1045091","0"
"6.5532981","shake","1056722715","1045094","398","-72","8162","-18","-2","-19","12","28.1875","0.004404619","0.01024125","0.9960098","-0.3689135","-0.1259748","-0.4864563","-0.2665343","2.215945","43.87469","0.5891107","0.2533621","-0.322439","3.072037","0.9115497","-2.818676","0.9960722","2.962407","1.008","1","1045096","0"
"6.5705264","shake","1056740860","1045112","394","-44","8128","-194","2","-25","10","28.07813","0.02026639","0.009585978","0.9946591","-0.3196404","-0.5173731","-0.5325928","-0.2614402","2.206309","43.86827","0.5351568","1.165611","-0.3170489","3.061908","0.8522057","-1.896298","0.9943419","2.07899","1.009","1","1045113","0"
"6.575407","shake","1056744894","1045116","392","-99","8133","-97","7","-24","12","28.125","0.01788302","0.01019227","0.9937053","-0.3151017","-0.4372191","-0.5298827","-0.2599352","2.204302","43.86558","0.5876526","1.030947","-0.3158399","3.060395","0.9034925","-2.029449","0.9939185","2.221477","1.007","1","1045118","0"
"6.5799804","shake","1056749935","1045121","416","-3","8160","-218","-2","-8","6","28.25","0.01818901","0.004093707","0.9939738","-0.2060885","-0.3923038","-0.1542817","-0.2589678","2.202502","43.86437","0.2843538","0.9742809","-0.3147058","3.058168","0.5990596","-2.083887","0.9945629","2.168284","1.008","1","1045122","0"
"6.6016745","shake","1056772116","1045143","388","-82","8150","-96","-16","-14","-4","28.03125","0.01666034","0.007463124","0.9946999","0.1213088","0.09924544","-0.1994925","-0.2591238","2.194097","43.85889","0.4298759","0.9595368","-0.3150285","3.050267","0.7705441","-2.086838","0.9948995","2.224552","1.008","1","1045144","0"
"6.6068341","shake","1056776149","1045148","394","-55","8166","-91","-26","-16","-1","28.07813","0.01842417","0.008073905","0.9958483","0.1161201","0.2788004","-0.2336395","-0.2598628","2.194943","43.85772","0.464519","1.059873","-0.3157674","3.051036","0.7802864","-1.991163","0.9960514","2.19192","1.008","1","1045149","0"
"6.6114084","shake","1056781191","1045152","404","-76","8163","-148","-19","-10","-3","28.15625","0.01678809","0.009065165","0.9961776","0.1306872","0.2956824","-0.08803498","-0.2603702","2.196338","43.8572","0.5034115","0.9695904","-0.3163897","3.052733","0.8198012","-2.083143","0.9960743","2.238651","1.009","1","1045153","0"
"6.6332291","shake","1056803370","1045174","400","-73","8124","-131","-26","7","-1","28.125","0.01828503","0.01131271","0.9939929","0.1161914","0.3495076","0.5125756","-0.2625851","2.202702","43.8646","0.6215893","1.110545","-0.3184898","3.058795","0.9400791","-1.94825","0.9935839","2.163198","1.008","1","1045175","0"
"6.6382084","shake","1056808408","1045179","396","-68","8130","-161","-25","-3","2","28.09375","0.01874391","0.00941652","0.9924739","0.0439392","0.3962234","0.2379771","-0.2628481","2.204813","43.86627","0.5490368","1.08354","-0.3187528","3.060906","0.8677896","-1.977366","0.9926903","2.159406","1.008","1","1045180","0"
"6.643218","shake","1056812441","1045184","378","-55","8161","-124","-35","2","2","27.95313","0.01893978","0.008206472","0.9932415","0.02049538","0.6180624","0.2616461","-0.2629228","2.207102","43.86724","0.4733849","1.092384","-0.3188275","3.063195","0.7922124","-1.970811","0.9934559","2.199455","1.008","1","1045185","0"
"6.6648891","shake","1056834624","1045205","420","-137","8167","-102","-39","-12","8","28.1875","0.01164943","0.01101535","0.9945859","-0.188475","0.7304283","0.1309873","-0.260374","2.222961","43.88133","0.6345428","0.6710247","-0.3162787","3.079054","0.9508215","-2.408029","0.9947152","2.588951","1.009","1","1045206","0"
"6.6697226","shake","1056839666","1045210","396","1","8160","-62","-27","-15","7","28.09375","0.00992152","0.009215957","0.9952623","-0.1809224","0.5328668","-0.1744793","-0.2596297","2.225494","43.8809","0.4909374","0.6186913","-0.3153642","3.082057","0.8063016","-2.463366","0.9954307","2.591968","1.009","1","1045211","0"
"6.67417","shake","1056843700","1045214","406","-125","8156","-74","-13","-18","11","28.17188","0.01216668","0.01143841","0.9952795","-0.2656072","0.1037346","-0.2262541","-0.2586161","2.226855","43.87986","0.658452","0.5948333","-0.3145207","3.082948","0.9729728","-2.488115","0.9953989","2.671589","1.008","1","1045215","0"
"6.6952669","shake","1056865883","1045236","392","-81","8128","-247","-22","5","10","28.0625","0.02300107","0.008954377","0.9947122","-0.2276951","0.1742939","0.4532369","-0.2523762","2.22368","43.88348","0.5157614","1.32458","-0.3082809","3.079773","0.8427434","-1.675819","0.9943827","1.875789","1.008","1","1045237","0"
"6.7004926","shake","1056869916","1045240","392","-40","8140","-208","-40","12","0","28.0625","0.02398792","0.003864605","0.9937113","-0.01883462","0.5375054","0.4109533","-0.251736","2.225435","43.88512","0.2228258","1.382825","-0.3076407","3.081528","0.5304664","-1.698703","0.9940083","1.779603","1.008","1","1045242","0"
"6.7051299","shake","1056874957","1045245","394","-87","8113","-195","-53","21","-1","28.07813","0.02542832","0.009092428","0.9919155","0.09285367","0.9598653","0.7627357","-0.2518778","2.228677","43.88777","0.5347186","1.395459","-0.3078424","3.08582","0.842561","-1.690361","0.992238","1.888711","1.008","1","1045246","0"
"6.7096459","shake","1056878985","1045250","388","-76","8178","-168","-51","26","1","28.03125","0.01936606","0.008851944","0.9940686","0.06687188","1.136309","1.044673","-0.2521437","2.2342","43.89274","0.5101917","1.116029","-0.3080484","3.090292","0.8182402","-1.974264","0.994911","2.141214","1.008","1","1045251","0"
"6.7265877","shake","1056896127","1045267","396","-100","8142","-113","-69","25","12","28.09375","0.01463103","0.008919674","0.9925612","-0.2703239","1.596923","0.9600068","-0.2506242","2.259037","43.90906","0.5148759","0.8444839","-0.3065288","3.11513","0.8214048","-2.270647","0.9927091","2.452202","1.008","1","1045268","0"
"6.7313963","shake","1056901169","1045271","392","-91","8164","-130","-60","36","13","28.0625","0.01467108","0.01134732","0.9939186","-0.3146695","1.537196","1.238086","-0.2491898","2.265532","43.91491","0.6294314","0.880881","-0.304704","3.123158","0.9341354","-2.242277","0.9943637","2.429077","1.008","1","1045272","0"
"6.7573109","shake","1056927387","1045297","390","-42","8165","-269","-26","21","15","28.04688","0.02242963","0.006261374","0.9970651","-0.4309762","0.455647","0.8792374","-0.2316631","2.290959","43.93967","0.3598016","1.288663","-0.2875678","3.147052","0.6473694","-1.858389","0.997337","1.967917","1.008","1","1045298","0"
"6.762521","shake","1056932429","1045302","378","-54","8141","-218","-35","13","14","27.95313","0.0260302","0.006334905","0.9952154","-0.386508","0.678113","0.7067773","-0.2294858","2.294286","43.94365","0.358152","1.472415","-0.2853904","3.150379","0.6435425","-1.677964","0.9955093","1.797139","1.008","1","1045303","0"
"6.7671618","shake","1056936462","1045306","396","-10","8159","-203","-42","0","13","28.10938","0.0269085","0.004255229","0.994633","-0.3579005","0.8566982","0.463415","-0.2278822","2.297627","43.94605","0.2451207","1.549671","-0.2837869","3.15372","0.5289076","-1.60405","0.995006","1.688999","1.009","1","1045308","0"
"6.7716033","shake","1056941504","1045311","390","-125","8172","-136","-39","-4","14","28.04688","0.02305849","0.007825678","0.9956127","-0.3683938","0.8434868","0.2152778","-0.2259496","2.301976","43.94744","0.4990796","1.243993","-0.2818543","3.158069","0.780934","-1.914076","0.9962133","2.067256","1.009","1","1045312","0"
"6.7877806","shake","1056957638","1045327","416","-138","8035","-74","-20","8","33","28.25","0.01174588","0.01293556","0.9881259","-0.888393","0.2877943","0.5853092","-0.2159466","2.310446","43.95311","0.7500166","0.8300033","-0.2718513","3.166539","1.021868","-2.336536","0.9883143","2.550218","1.009","1","1045328","0"
"6.7928412","shake","1056962680","1045332","400","49","8170","-217","-26","10","40","28.125","0.02271062","0.008328829","0.9907785","-1.076555","0.3598826","0.6041294","-0.211774","2.311776","43.95617","0.4349054","1.155944","-0.2665395","3.168217","0.7014449","-2.012273","0.9923167","2.131025","1.009","1","1045333","0"
"6.8192727","shake","1056988896","1045359","396","-194","8117","214","-16","-34","11","28.09375","0.01304843","0.01442324","0.9942132","-0.1744335","0.2915555","-0.129401","-0.1950552","2.317608","43.9571","0.8311422","0.751849","-0.2509599","3.173701","1.082102","-2.421852","0.9944034","2.652605","1.007","1","1045360","0"
"6.8242028","shake","1056993937","1045363","392","-24","8156","-8","-8","-33","12","28.0625","0.008779665","0.005746135","0.9949712","-0.3052248","-0.05345507","-0.6899419","-0.1940544","2.317715","43.95392","0.30522","0.4823181","-0.2496861","3.173808","0.5549061","-2.691489","0.9948501","2.748097","1.009","1","1045364","0"
"6.8287701","shake","1056998980","1045368","406","-47","8113","16","-9","-17","15","28.17188","0.007336771","0.008638037","0.9941051","-0.3724745","-0.05815925","-0.4693146","-0.1925112","2.317609","43.95149","0.4978454","0.4228351","-0.2484159","3.173702","0.7462612","-2.739466","0.9935372","2.801846","1.008","1","1045369","0"
"6.8335797","shake","1057003013","1045372","392","-111","8167","-93","-17","7","17","28.28125","0.00852212","0.006835884","0.9949111","-0.4011334","0.008719246","0.2486465","-0.1906117","2.317458","43.95167","0.3936645","0.4907554","-0.2465164","3.173551","0.6401809","-2.682796","0.9949711","2.75812","1.008","1","1045374","0"
"6.8504251","shake","1057020156","1045389","404","-916","8051","267","72","-139","-6","28.15625","-0.02457205","0.01639018","0.9953113","0.1391081","-2.136075","-3.538411","-0.1860911","2.308467","43.94004","0.9434267","-1.414028","-0.2419958","3.16456","1.185423","-4.578588","0.9957494","4.729556","1.008","1","1045391","0"
"6.8566421","shake","1057026206","1045395","386","438","8162","600","51","-43","-2","28.125","-0.0260907","-0.003360566","0.991224","0.07128397","-1.812528","-1.40346","-0.1874366","2.296732","43.92579","-0.1942503","-1.507765","-0.2433413","3.152825","0.04909103","-4.66059","0.991573","4.660849","1.008","1","1045396","0"
"6.8612483","shake","1057031245","1045400","402","-18","8168","-722","32","20","-23","28.14063","0.005769884","0.004996001","0.9986057","0.4961218","-1.850784","-0.0699797","-0.1888736","2.28861","43.923","0.01570684","0.9458966","-0.2453957","3.143146","0.2611025","-2.197249","0.9977431","2.212708","1.008","1","1045401","0"
"6.8816939","shake","1057051412","1045421","400","-35","8115","307","-69","-57","16","28.125","0.0008114097","0.01210198","0.9914364","-0.2493567","1.674848","-1.581685","-0.1958683","2.299012","43.93478","0.6993467","0.04688841","-0.251773","3.155105","0.9511197","-3.108217","0.9915106","3.250483","1.008","1","1045422","0"
"6.8866069","shake","1057056454","1045425","408","-88","8194","-98","-69","-3","21","28.32813","0.003668501","0.01072493","0.9955762","-0.4840898","1.769247","-0.3727794","-0.1941195","2.307916","43.93024","0.6171998","0.2111104","-0.2500242","3.164009","0.867224","-2.952898","0.9956408","3.07761","1.009","1","1045426","0"
"6.8915198","shake","1057061496","1045430","400","-56","8125","227","-3","46","22","28.125","-0.01571586","0.009490677","0.9930104","-0.624614","0.4291095","1.035132","-0.191597","2.312145","43.93368","0.5254546","-0.7739549","-0.2468372","3.168238","0.7722918","-3.942193","0.9932833","4.017128","1.009","1","1045431","0"
"6.9118535","shake","1057082670","1045451","396","-36","8147","-220","5","-58","-12","28.09375","0.01431254","0.0001531739","0.9951309","0.2339145","-0.6260337","-1.860238","-0.1864355","2.302478","43.93326","0.008819157","0.8240039","-0.2423402","3.158571","0.2511593","-2.230356","0.9949324","2.260387","1.008","1","1045452","0"
"6.9170216","shake","1057086703","1045455","400","-70","8128","-26","22","-16","-9","28.125","0.01152169","0.006121438","0.9934032","0.329418","-0.9055427","-0.4721503","-0.188355","2.299191","43.92833","0.3650402","0.5856832","-0.2442597","3.155284","0.6093","-2.569601","0.993844","2.640851","1.007","1","1045456","0"
"6.9217906","shake","1057091744","1045460","400","-65","8160","-111","20","34","-12","28.125","0.009067722","0.005593653","0.9954479","0.3962549","-1.144654","0.6288862","-0.189852","2.294589","43.92906","0.4068439","0.523811","-0.246127","3.149652","0.652971","-2.625841","0.9955009","2.705811","1.008","1","1045461","0"
"6.9420826","shake","1057111908","1045480","396","-13","8181","-47","-48","-38","14","28.01563","0.01380346","0.006788868","0.9950919","-0.3507991","1.010996","-0.8970815","-0.1924518","2.29715","43.93015","0.390886","0.7947113","-0.2483565","3.153242","0.6392425","-2.358531","0.9952108","2.443624","1.008","1","1045481","0"
"6.9471244","shake","1057116950","1045485","388","-148","8160","78","-29","10","17","28.03125","0.004375407","0.01156762","0.9958708","-0.4006422","0.7250159","0.0590266","-0.1910738","2.300686","43.92881","0.6759029","0.1282808","-0.246554","3.157412","0.9224569","-3.029131","0.9957649","3.166475","1.008","1","1045486","0"
"6.9523538","shake","1057121992","1045490","398","-18","8155","-62","-6","24","15","28.10938","0.001654403","0.007213969","0.9945684","-0.412762","0.03003424","0.8394547","-0.1883809","2.30263","43.93262","0.3830211","0.2329195","-0.2442855","3.158723","0.6273066","-2.925803","0.9948795","2.992296","1.008","1","1045491","0"
"6.9730102","shake","1057143168","1045511","392","-43","8135","-36","19","-20","-8","28.0625","0.008588895","0.006635318","0.9940737","0.2193256","-0.974169","-0.7537625","-0.1862991","2.294027","43.92398","0.3575631","0.417713","-0.2425285","3.149085","0.6000916","-2.731372","0.9939172","2.796516","1.008","1","1045512","0"
"6.9779932","shake","1057147201","1045516","408","24","8111","-107","26","0","-15","28.1875","0.008034807","0.002253424","0.9924515","0.470713","-1.15836","0.006813884","-0.1883743","2.288536","43.92271","0.1300935","0.4638506","-0.244279","3.144628","0.3743725","-2.680778","0.9924865","2.620331","1.008","1","1045517","0"
"6.9823201","shake","1057152239","1045520","400","-165","8139","-190","23","13","-11","28.125","0.01513915","0.009446087","0.9936066","0.4534982","-1.102863","0.4249546","-0.1902719","2.284084","43.92379","0.544687","0.9520487","-0.2465681","3.139152","0.8521965","-2.187103","0.9938453","2.347266","1.009","1","1045521","0"
"7.0044036","shake","1057174422","1045542","404","-52","8165","-34","-21","-9","16","28.15625","0.009447611","0.008889166","0.9946697","-0.4048959","0.3814397","-0.4356847","-0.190114","2.284641","43.91409","0.4943507","0.5236235","-0.2460187","3.140734","0.7403694","-2.61711","0.9948193","2.719819","1.009","1","1045543","0"
"7.0094324","shake","1057179464","1045547","396","-75","8173","-20","-3","2","11","28.09375","0.006380017","0.009587577","0.9952356","-0.3257737","-0.06900959","0.1589747","-0.1885952","2.285107","43.91426","0.5519403","0.3672759","-0.2441467","3.141105","0.764106","-2.802097","0.9956237","2.904412","1.009","1","1045548","0"
