"host_time_s","stage","timestamp_us","sequence","raw_temperature","raw_accel_x","raw_accel_y","raw_accel_z","raw_gyro_x","raw_gyro_y","raw_gyro_z","temperature_c","accel_x_g","accel_y_g","accel_z_g","gyro_x_dps","gyro_y_dps","gyro_z_dps","roll_deg","pitch_deg","yaw_deg","roll_acc_deg","pitch_acc_deg","roll_gyro_deg","pitch_gyro_deg","roll_residual_deg","pitch_residual_deg","accel_norm_g","accel_residual_deg","dt_ms","gyro_bias_ready","imu_data_ready_count","imu_poll_ready_count"
"11.1267782","shake","1061296267","1049630","392","-56","6389","-1611","8","195","728","28.0625","0.1798799","0.08526194","0.7240946","-21.78729","-0.9455965","6.040257","1.082834","-0.9685571","56.27345","5.442457","14.05049","1.026929","-0.1124643","4.415527","14.16295","0.7609772","14.8353","1.008","1","1049631","0"
"11.1315645","shake","1061300300","1049635","400","793","6944","-1252","-71","182","725","28.125","0.1831334","-0.001599614","0.7821423","-22.12002","0.9603695","5.74263","1.171977","-0.9677922","56.29668","-0.1171794","13.178","1.116072","-0.1116994","-1.233251","13.2897","0.8032976","13.04559","1.008","1","1049636","0"
"11.1416395","shake","1061311393","1049645","406","1740","8253","-1111","-142","238","624","28.17188","0.1516552","-0.1488323","0.9259741","-19.68909","3.465896","7.05515","1.384031","-0.9446871","56.3614","-9.581107","8.941011","1.34758","-0.08506662","-10.92869","9.026078","0.9661557","14.17414","1.008","1","1049646","0"
"11.157233","shake","1061326519","1049660","400","1949","10213","-692","-278","275","356","28.09375","0.1091732","-0.2368264","1.182507","-11.68243","7.835224","8.448516","1.634237","-0.856712","56.49313","-11.32508","5.172649","1.578333","-0.000619146","-12.90341","5.173268","1.21092","13.90182","1.008","1","1049661","0"
"11.1621529","shake","1061331559","1049665","392","2100","10736","-473","-309","265","296","28.0625","0.0912206","-0.2466166","1.236176","-9.902003","8.696175","8.346209","1.676884","-0.8237963","56.52786","-11.29945","3.92062","1.630472","0.04093664","-12.92992","3.879684","1.277426","13.49943","1.008","1","1049666","0"
"11.1731242","shake","1061342650","1049676","404","2525","11766","-344","-305","330","105","28.15625","0.05276208","-0.2878025","1.373538","-4.250955","9.030181","10.1253","1.75706","-0.7181363","56.64369","-11.90501","2.136306","1.701155","0.1379566","-13.60617","1.998349","1.416329","13.75214","1.009","1","1049677","0"
"11.1892087","shake","1061358783","1049692","386","3039","12079","-284","-314","317","-227","28.01563","0.04545311","-0.356256","1.473662","5.611868","9.322753","9.778625","1.733666","-0.5736277","56.80763","-13.63049","1.634122","1.677761","0.2824652","-15.30825","1.351656","1.516265","15.36781","1.008","1","1049693","0"
"11.1940235","shake","1061362816","1049697","408","2953","11767","-210","-305","302","-326","28.1875","0.04472791","-0.361282","1.459126","8.761594","9.132991","9.453093","1.702228","-0.5374466","56.84704","-13.90684","1.704355","1.646323","0.3186462","-15.55316","1.385708","1.503853","15.61477","1.009","1","1049698","0"
"11.2046289","shake","1061374915","1049708","392","2021","10891","-444","-275","264","-559","28.04688","0.05605732","-0.2922289","1.370597","16.01685","8.092954","8.424165","1.548422","-0.4379609","56.96096","-12.03597","2.290657","1.492518","0.4181319","-13.52849","1.872525","1.402525","13.65746","1.009","1","1049709","0"
"11.2105391","shake","1061379957","1049713","390","1328","10304","-392","-273","225","-611","28.04688","0.05558655","-0.23965","1.324066","17.87557","8.02783","7.458194","1.479149","-0.4063511","56.99311","-9.650161","2.26925","1.404866","0.4575585","-11.05503","1.811691","1.331316","11.20249","1.009","1","1049714","0"
"11.2209854","shake","1061391048","1049724","408","-7","8913","-7","-194","220","-675","28.1875","0.01503845","-0.07562729","1.167066","20.45372","6.170886","6.89599","1.262349","-0.3278802","57.07211","-3.707653","0.7367099","1.206445","0.5282126","-4.914098","0.2084973","1.16961","4.322247","1.008","1","1049725","0"
"11.2364452","shake","1061406174","1049739","402","-449","7105","483","-52","205","-656","28.14063","-0.03886124","0.0348189","0.9434727","20.15218","1.912","6.520686","0.9541091","-0.2722818","57.17667","2.419263","-2.622622","0.8780067","0.5852766","1.541257","-3.207899","0.931223","3.558945","1.008","1","1049740","0"
"11.2416475","shake","1061411215","1049744","404","-602","6583","685","-4","210","-642","28.15625","-0.05712939","0.05509916","0.8740566","19.79947","0.3601458","6.541487","0.8537721","-0.2679507","57.20958","3.92598","-4.050143","0.778042","0.5880207","3.147938","-4.638164","0.8650522","5.60554","1.008","1","1049745","0"
"11.2524657","shake","1061422306","1049755","390","-1201","5521","473","184","312","-608","28.04688","-0.07159792","0.1087924","0.7365196","18.88687","-4.99438","9.259671","0.6396818","-0.2962563","57.2976","8.402482","-5.49311","0.5837771","0.5598365","8.484731","-5.862178","0.7370133","10.31289","1.009","1","1049756","0"
"11.2681634","shake","1061437431","1049770","382","-2047","4065","-366","312","356","-397","27.98438","-0.008812979","0.2196468","0.542951","12.81011","-9.531603","11.03169","0.3759241","-0.4208902","57.46373","22.02543","-0.8620647","0.3200195","0.4352026","21.70541","-1.297267","0.5857629","21.74415","1.009","1","1049771","0"
"11.2729757","shake","1061442473","1049775","396","-2010","3966","103","354","392","-292","28.09375","0.01429745","0.2321112","0.5143092","10.24821","-10.38766","11.66586","0.3310063","-0.4610797","57.50917","24.73736","1.315815","0.2654791","0.3842742","24.47188","0.9315405","0.5601276","24.4896","1.009","1","1049776","0"
"11.2840622","shake","1061453563","1049786","398","-2200","3682","-988","381","470","-73","28.10938","0.0725694","0.2562685","0.463259","3.556119","-12.0744","14.49401","0.2553213","-0.6025759","57.67109","29.32687","8.995101","0.1994166","0.2535169","29.12745","8.741584","0.5351634","30.41091","1.009","1","1049787","0"
"11.2890574","shake","1061458605","1049791","390","-2286","3815","-1242","342","443","36","28.04688","0.1073556","0.2689819","0.4600895","0.259232","-11.53764","14.06972","0.2505131","-0.6511698","57.72861","30.35459","11.89829","0.1950457","0.1935349","30.15954","11.70476","0.5478902","32.35119","1.008","1","1049792","0"
"11.3140765","shake","1061483815","1049816","410","-1628","4994","-1037","212","472","494","28.20313","0.1365694","0.247318","0.5881794","-13.98309","-7.495362","14.99357","0.4358175","-0.890086","58.09201","21.75899","12.07198","0.3945024","-0.04131442","21.36449","12.11329","0.6522836","24.55959","1.008","1","1049817","0"
"11.3190855","shake","1061487848","1049821","400","-954","5376","-1120","148","458","577","28.125","0.1376435","0.1867945","0.6168504","-16.55189","-5.671948","14.37579","0.5140315","-0.923071","58.16523","16.84735","12.05511","0.4581268","-0.06697814","16.38923","12.12209","0.6590465","20.38509","1.008","1","1049822","0"
"11.3234815","shake","1061492890","1049825","390","-237","5817","-901","121","473","620","28.04688","0.1274748","0.1218446","0.6538289","-18.18125","-4.553308","14.49661","0.5850195","-0.943446","58.22305","8.799767","10.50537","0.5477101","-0.09185452","8.252056","10.59723","0.6847879","13.43122","1.008","1","1049826","0"
"11.329495","shake","1061498940","1049831","406","594","6685","-965","121","519","636","28.17188","0.1119561","0.01680961","0.7348282","-19.19867","-4.051771","15.68216","0.6991559","-0.9693204","58.31451","0.09532066","8.298248","0.6625624","-0.1174008","-0.5672417","8.415649","0.7590641","8.434745","1.007","1","1049832","0"
"11.3456351","shake","1061515067","1049847","404","1296","9449","-1019","-73","464","530","28.15625","0.1127828","-0.1361362","1.038419","-16.47671","0.948164","14.58124","1.004128","-1.002018","58.582","-7.597793","6.014317","0.948223","-0.1459251","-8.546016","6.160242","1.074022","10.53485","1.007","1","1049848","0"
"11.3507563","shake","1061520107","1049852","406","1478","10153","-861","-95","455","497","28.17188","0.1023983","-0.1569499","1.137444","-15.53858","2.234062","14.25305","1.067885","-0.9952154","58.65441","-7.941782","4.930616","1.027418","-0.1370579","-8.9692","5.067674","1.172268","10.30184","1.009","1","1049853","0"
"11.3610796","shake","1061530190","1049862","398","2122","11773","-817","-139","426","397","28.1875","0.09742963","-0.222706","1.34557","-12.69946","3.370689","13.66028","1.224263","-0.9681901","58.79619","-9.397857","4.086032","1.168358","-0.1120972","-10.56621","4.198129","1.367351","11.36966","1.008","1","1049864","0"
"11.3770827","shake","1061546324","1049879","398","3407","13352","-390","-253","258","141","28.10938","0.06553015","-0.3719671","1.566805","-5.467706","7.295139","8.314495","1.371744","-0.8780734","58.97001","-13.35506","2.330253","1.315839","-0.02198056","-14.6709","2.352234","1.611686","14.85827","1.009","1","1049880","0"
"11.3820431","shake","1061551365","1049883","396","3685","13517","-198","-250","233","56","28.09375","0.05281262","-0.4053344","1.605103","-2.958467","7.325676","7.659136","1.387478","-0.8492032","59.00252","-14.34069","1.544427","1.333865","0.01407894","-15.67456","1.530348","1.665964","15.74909","1.008","1","1049884","0"
"11.3920733","shake","1061561449","1049893","398","3544","13639","-246","-264","152","-194","28.0625","0.03613869","-0.4363441","1.656697","4.581513","7.656224","5.158015","1.375149","-0.767998","59.07618","-14.75557","1.208436","1.319245","0.08809475","-16.07482","1.120341","1.713577","16.11381","1.008","1","1049894","0"
"11.4069875","shake","1061576558","1049908","398","2538","12615","38","-255","14","-489","28.10938","0.005460388","-0.3603441","1.588679","13.74361","7.769109","0.8973672","1.239846","-0.6479597","59.11581","-12.50106","0.2361203","1.169438","0.2081331","-13.6705","0.02798712","1.617526","13.67053","1.008","1","1049909","0"
"11.4118081","shake","1061581598","1049913","400","2030","12067","-379","-232","4","-576","28.125","0.01249097","-0.3070923","1.534116","16.58423","6.974968","0.5485232","1.161655","-0.6193587","59.11898","-11.3196","0.4574253","1.10575","0.2367342","-12.05634","0.1639902","1.551073","12.05746","1.007","1","1049914","0"
"11.4372584","shake","1061606807","1049938","412","367","9109","110","-162","-113","-771","28.21875","0.010388","-0.06899536","1.173026","23.41551","4.659049","-3.069735","0.6134375","-0.4634099","59.07475","-3.366159","0.5065073","0.5575328","0.3926829","-3.923692","0.1138244","1.1751","3.925342","1.008","1","1049939","0"
"11.4423631","shake","1061611847","1049943","394","176","8509","-357","-135","-120","-792","28.07813","0.02388312","-0.04719677","1.115811","23.99073","3.832033","-3.170776","0.5173382","-0.4470629","59.06245","-2.184892","1.473209","0.4370962","0.4128819","-2.621988","1.060327","1.102423","2.828271","1.009","1","1049944","0"
"11.4471401","shake","1061615881","1049948","392","-78","7917","-437","-117","-123","-803","28.0625","0.0336162","-0.02083227","1.043652","24.41923","3.373954","-3.441772","0.3948144","-0.4288857","59.04542","-1.143525","1.844501","0.3389097","0.4272071","-1.482435","1.417294","1.044401","1.944494","1.008","1","1049949","0"
"11.4515052","shake","1061620922","1049952","386","-190","7469","-325","-110","-155","-812","28.01563","0.04185488","0.001727729","0.9863707","24.69808","3.116471","-4.110655","0.2954529","-0.4159533","59.02999","0.34702","2.326737","0.2145002","0.4431313","0.1325198","1.883606","0.9728377","1.888262","1.009","1","1049953","0"
"11.4846326","shake","1061654188","1049985","400","-2350","3789","-189","121","-44","-504","28.125","0.02422319","0.2522499","0.5010271","17.01311","-3.439545","-1.298744","-0.4811518","-0.417407","58.91488","27.67227","2.255369","-0.5534833","0.4349416","28.22575","1.820428","0.5582467","28.2844","1.009","1","1049986","0"
"11.4895291","shake","1061658222","1049990","402","-2523","3528","239","164","4","-396","28.14063","0.01136124","0.2800741","0.4679591","13.50946","-4.599472","-0.4377741","-0.5563092","-0.4380134","58.91131","30.90058","1.193425","-0.6122139","0.4180794","31.51279","0.7753456","0.5454872","32.36254","1.008","1","1049991","0"
"11.4946324","shake","1061664269","1049995","408","-2837","3407","-243","214","30","-278","28.1875","0.02284987","0.3098316","0.4389583","9.98929","-6.336397","1.002934","-0.6140092","-0.4666825","58.9146","35.21574","2.43521","-0.6792409","0.3828404","36.68964","1.703899","0.5381055","36.72918","1.009","1","1049996","0"
"11.4992402","shake","1061668303","1049999","402","-3014","3492","-114","206","64","-150","28.125","0.01784004","0.3388396","0.4286179","6.128439","-6.750705","1.934671","-0.6527005","-0.5003291","58.92262","38.32778","1.870137","-0.7086052","0.3557637","39.03638","1.514374","0.5466661","39.06575","1.008","1","1050001","0"
"11.5039252","shake","1061673345","1050004","424","-3135","3470","112","220","68","-58","28.3125","0.01872985","0.3599832","0.4287303","3.262276","-6.961672","2.117029","-0.6701694","-0.5278311","58.93113","40.4896","1.539469","-0.7285912","0.3212034","41.21819","1.218266","0.5620963","41.23619","1.008","1","1050005","0"
"11.5309436","shake","1061700569","1050031","394","-2070","4736","-944","288","169","635","28.07813","0.09958367","0.3189726","0.5438655","-17.84285","-9.364575","5.568965","-0.4590106","-0.7694514","59.05573","28.85447","9.053755","-0.4962075","0.07733294","29.35067","8.976422","0.6372907","30.69264","1.008","1","1050032","0"
"11.5358985","shake","1061705611","1050036","390","-1045","5285","-1087","254","173","732","28.04688","0.1201096","0.2321353","0.5887459","-21.1071","-8.517953","5.568183","-0.3588516","-0.8141611","59.08427","21.51871","10.74632","-0.4147562","0.04193174","21.93346","10.74062","0.6471801","22.44757","1.008","1","1050037","0"
"11.5403483","shake","1061709644","1050040","392","-83","5913","-645","272","197","769","28.0625","0.1141187","0.1402407","0.6407921","-22.77911","-8.549537","5.945391","-0.2692034","-0.8482099","59.11401","10.0128","9.444889","-0.3019121","-0.0006045518","10.31471","9.445494","0.6771564","13.98609","1.009","1","1050041","0"
"11.5448123","shake","1061714685","1050045","400","885","6917","-949","207","190","727","28.125","0.1298485","0.02562123","0.7451729","-22.67458","-7.249848","6.280164","-0.1534335","-0.8875987","59.14011","1.969221","9.878982","-0.2093381","-0.03862103","0.6491703","9.561532","0.7699122","9.583545","1.008","1","1050046","0"
"11.5494567","shake","1061719726","1050050","406","802","7070","-1278","162","230","717","28.17188","0.1331489","-0.04060236","0.8049608","-21.83585","-6.18125","7.343299","-0.04248547","-0.9215997","59.1759","-2.887562","9.38056","-0.09839015","-0.06550695","-2.789171","9.446067","0.8327884","10.4479","1.008","1","1050051","0"
"11.5783176","shake","1061747961","1050078","390","2145","11475","-890","-75","154","545","28.04688","0.1109462","-0.2185168","1.316783","-17.22796","1.422602","5.202242","0.5542272","-0.9779303","59.35374","-9.72574","4.757835","0.4983225","-0.1218375","-10.22406","4.879673","1.355366","11.32884","1.008","1","1050079","0"
"11.585359","shake","1061755020","1050085","388","2877","12156","-458","-111","112","444","28.03125","0.09175891","-0.2940972","1.415227","-14.42894","2.877298","3.956095","0.648021","-0.9634386","59.38074","-11.99458","3.427797","0.6061543","-0.1044207","-12.60074","3.532217","1.462563","13.08645","1.008","1","1050086","0"
"11.5902424","shake","1061759053","1050089","396","3244","12488","-242","-133","100","347","28.17188","0.06155943","-0.345648","1.474147","-11.71569","3.46553","3.410943","0.71276","-0.947432","59.39901","-13.19594","2.328175","0.6568553","-0.09133924","-13.8528","2.419515","1.515379","14.06251","1.008","1","1050091","0"
"11.5954579","shake","1061765104","1050095","402","3469","12658","-60","-112","104","246","28.14063","0.03422483","-0.3847519","1.509633","-8.615437","3.363368","3.335725","0.7622648","-0.9297063","59.41607","-14.29826","0.9485705","0.7144248","-0.0703847","-15.16803","1.018955","1.566388","15.20222","1.008","1","1050096","0"
"11.6000938","shake","1061769137","1050099","388","3474","12792","-95","-117","87","161","28.03125","0.02829192","-0.4044447","1.534526","-6.106987","3.23251","3.037757","0.7961944","-0.9139261","59.43254","-14.80382","0.9216024","0.7402897","-0.05783325","-15.54411","0.9794356","1.591946","15.57494","1.009","1","1050100","0"
"11.6250685","shake","1061795348","1050125","392","1932","11769","-861","-132","25","-339","28.0625","0.05263499","-0.2730277","1.481961","9.549497","3.493155","1.448769","0.7247757","-0.8203242","59.48759","-10.43878","2.000488","0.668871","0.03576856","-11.10765","2.075526","1.498138","11.07167","1.007","1","1050126","0"
"11.6303207","shake","1061799379","1050129","414","1726","11413","-794","-117","-1","-392","28.23438","0.05791509","-0.2439099","1.445289","11.58217","3.321892","0.3980679","0.6704673","-0.8029583","59.49162","-9.473682","2.415596","0.6145626","0.05313453","-10.08825","2.362462","1.456581","10.36117","1.008","1","1050130","0"
"11.6347295","shake","1061803412","1050134","394","1639","10980","-554","-145","-51","-454","28.07813","0.07967751","-0.2169843","1.393901","13.11279","3.901597","-0.8705359","0.619841","-0.7879851","59.49001","-8.84805","3.232706","0.5639364","0.06810772","-9.411986","3.164598","1.412936","9.929762","1.009","1","1050135","0"
"11.6390662","shake","1061808454","1050138","398","1484","10588","-516","-143","-44","-502","28.10938","0.07692741","-0.2001693","1.349782","14.66997","4.055705","-0.9166495","0.5628264","-0.7714928","59.48656","-8.300045","2.872025","0.4917614","0.08879741","-8.791806","2.783227","1.354023","9.221833","1.008","1","1050139","0"
"11.6717097","shake","1061841730","1050171","392","-679","7296","216","-12","-63","-654","28.0625","-0.005507799","0.04640217","0.9490153","20.11622","0.4775653","-1.866726","-0.06288347","-0.6791201","59.41635","2.799252","-0.332127","-0.1187881","0.1769727","3.36031","-0.3934799","0.9397748","3.383269","1.007","1","1050172","0"
"11.6766892","shake","1061845762","1050175","398","-734","6965","106","34","-38","-642","28.10938","-0.01362413","0.06631855","0.9069047","19.81416","-0.9387691","-1.169027","-0.1632892","-0.6823841","59.40956","4.545841","-0.5896007","-0.2191939","0.1737087","4.765035","-0.7633094","0.8995138","4.825785","1.009","1","1050176","0"
"11.681163","shake","1061850803","1050180","388","-839","6552","48","78","-12","-624","28.03125","-0.01414574","0.08866828","0.8551295","19.3103","-2.297867","-0.3820319","-0.2418695","-0.6904315","59.40718","5.919837","-0.94266","-0.2977742","0.1656613","6.217612","-1.108321","0.8501151","6.6803","1.008","1","1050181","0"
"11.6855201","shake","1061854835","1050184","396","-1070","6166","-98","111","3","-601","28.09375","-0.01050828","0.1071047","0.8117972","18.74838","-3.247367","0.1637869","-0.3184972","-0.7022219","59.40725","7.983328","-1.009466","-0.3931303","0.1502871","8.376459","-1.159753","0.8084648","8.456364","1.007","1","1050185","0"
"11.6902822","shake","1061859876","1050189","394","-1357","5683","322","142","45","-566","28.07813","-0.01431827","0.1354387","0.7552676","17.77937","-4.332191","1.083981","-0.410316","-0.7221081","59.41059","10.75252","-1.252585","-0.4839246","0.1294221","11.23645","-1.382007","0.7565873","11.32112","1.008","1","1050190","0"
"11.7186469","shake","1061888101","1050217","404","-2432","3416","-853","271","202","14","28.15625","0.09844755","0.2741765","0.4426584","0.8690776","-8.732206","6.235682","-0.6941771","-0.9299332","59.5448","32.39523","11.04506","-0.7503475","-0.08248446","33.14558","11.12755","0.5291808","34.96358","1.008","1","1050218","0"
"11.7233649","shake","1061892135","1050221","408","-2490","3310","-741","254","237","110","28.15625","0.1038737","0.2908799","0.4265715","-2.096935","-8.278738","7.042358","-0.6896465","-0.9721668","59.57244","34.29015","11.37522","-0.7455512","-0.1160739","35.03571","11.49129","0.5266537","36.87208","1.008","1","1050223","0"
"11.7276397","shake","1061897176","1050226","382","-2650","3367","-840","265","255","213","27.98438","0.1081103","0.3102274","0.4150324","-4.921229","-8.385989","7.805102","-0.6744122","-1.005388","59.60339","36.77729","11.78521","-0.7303169","-0.149295","37.50761","12.06338","0.5344898","39.58197","1.009","1","1050227","0"
"11.7319067","shake","1061901210","1050230","394","-2615","3635","-852","245","253","290","28.07813","0.1180677","0.3184331","0.4287107","-7.545913","-8.140446","7.916937","-0.6479108","-1.03846","59.63556","36.75614","12.08641","-0.6956574","-0.1902107","37.4518","12.27662","0.5502627","39.41259","1.008","1","1050231","0"
"11.7657013","shake","1061935491","1050264","390","-68","6037","-275","204","344","920","28.04688","0.0542182","0.09251732","0.6445841","-27.41433","-6.337048","10.33853","-0.01583112","-1.279603","59.95072","6.644063","4.559872","-0.04391209","-0.4300723","6.687975","4.989944","0.6707431","8.344373","1.009","1","1050265","0"
"11.7707059","shake","1061940533","1050269","404","589","7471","-268","190","366","885","28.15625","0.0482617","0.0114559","0.7742141","-27.46118","-6.553909","11.11552","0.1234101","-1.313124","60.00533","0.8477332","3.566606","0.06750537","-0.457031","0.7802278","4.023637","0.7949554","3.527502","1.009","1","1050270","0"
"11.7754798","shake","1061944567","1050273","400","654","7397","-483","188","411","866","28.125","0.04053915","-0.02662264","0.8353787","-26.48982","-6.088813","12.4191","0.2573435","-1.344124","60.06545","-2.428284","2.996296","0.2014388","-0.4880309","-2.629723","3.484327","0.8529252","4.365315","1.007","1","1050274","0"
"11.779964","shake","1061949606","1050278","410","1060","8760","-574","162","396","858","28.20313","0.06952201","-0.07126004","0.9413204","-26.30732","-5.66165","12.34079","0.3633903","-1.368147","60.11525","-4.329161","4.211951","0.3074856","-0.5120543","-4.636646","4.724005","0.9714039","6.885473","1.009","1","1050279","0"
"11.7844052","shake","1061953640","1050282","396","1330","9324","-671","143","408","831","28.09375","0.07531204","-0.1102846","1.02999","-25.62482","-5.03245","12.70924","0.4673357","-1.389734","60.16607","-6.544608","4.333497","0.4369588","-0.5386561","-6.981567","4.872153","1.059737","8.513527","1.008","1","1050283","0"
"11.8126476","shake","1061981874","1050310","388","4179","13387","-1433","-150","227","330","28.04688","0.156532","-0.4701424","1.591743","-11.58542","3.769857","7.691253","1.043534","-1.422357","60.49649","-16.4552","5.387751","0.9876296","-0.566264","-17.44283","5.954015","1.667088","18.43102","1.009","1","1050311","0"
"11.8175056","shake","1061986916","1050315","390","4226","13626","-974","-177","185","228","28.04688","0.1416576","-0.4943211","1.624061","-8.464036","4.65242","6.368074","1.082117","-1.405263","60.52408","-16.97662","4.503158","1.033862","-0.5444267","-18.01048","5.047585","1.710171","18.70443","1.008","1","1050316","0"
"11.8220366","shake","1061990950","1050319","400","4057","13552","-890","-197","169","121","28.125","0.1281307","-0.4982892","1.643525","-4.465548","5.535704","5.58673","1.112294","-1.379644","60.55394","-16.84108","3.979672","1.05639","-0.5235513","-17.89747","4.503223","1.721322","18.45531","1.008","1","1050320","0"
"11.8264616","shake","1061995992","1050324","410","3710","13652","-502","-216","146","2","28.20313","0.09798303","-0.4755341","1.653306","-1.478302","6.126231","5.089859","1.122558","-1.355883","60.57581","-16.04662","3.259804","1.066653","-0.4997903","-16.90113","3.661649","1.723381","17.29324","1.008","1","1050325","0"
"11.8307502","shake","1062000025","1050328","396","3302","13538","-334","-227","96","-96","28.09375","0.07759009","-0.4458799","1.655987","1.505612","6.352018","3.914456","1.120801","-1.331054","60.59407","-14.75871","2.315844","1.062619","-0.4684793","-15.82133","2.784323","1.712407","16.06446","1.008","1","1050329","0"
"11.8587738","shake","1062028246","1050356","396","1395","10757","29","-81","58","-505","28.09375","-0.04542088","-0.2018836","1.390901","14.68701","2.735875","1.851121","0.8606401","-1.182824","60.6562","-8.047196","-1.925077","0.7895296","-0.3242941","-8.836726","-1.600783","1.390673","8.980548","1.009","1","1050357","0"
"11.8637244","shake","1062033288","1050361","400","999","10094","708","-33","31","-553","28.125","-0.05236322","-0.1664307","1.314039","16.30897","1.402478","1.116661","0.7814255","-1.172783","60.6611","-7.218413","-2.263909","0.7255208","-0.3166906","-7.943933","-1.947219","1.309103","7.916951","1.009","1","1050362","0"
"11.8682771","shake","1062037322","1050365","402","707","9565","38","-13","22","-582","28.14063","-0.03446047","-0.1351075","1.250852","17.33425","0.4338154","1.163645","0.6951343","-1.169761","60.66706","-5.785594","-1.212775","0.6392296","-0.313668","-6.424823","-0.8991065","1.24187","6.48743","1.008","1","1050366","0"
"11.8725027","shake","1062041355","1050369","380","321","9039","468","27","41","-611","28.125","-0.01991551","-0.08351818","1.173476","18.3344","-0.7008117","1.343297","0.6222028","-1.171396","60.67186","-4.070968","-0.9698423","0.5662981","-0.3153028","-4.637266","-0.6545395","1.176613","4.683232","1.009","1","1050370","0"
"11.9059703","shake","1062075633","1050403","394","-1577","5296","-689","197","-25","-428","28.07813","0.0542738","0.1625739","0.7128304","13.78615","-6.191683","-0.4156582","0.05188864","-1.301608","60.66663","13.49549","3.869498","-0.01757414","-0.4455157","13.51307","4.315014","0.7214462","14.18529","1.009","1","1050404","0"
"11.9111777","shake","1062080672","1050408","380","-1840","4565","-282","235","40","-340","27.96875","0.02908291","0.191731","0.6399706","11.53967","-7.019766","0.6816641","-0.01137112","-1.328546","60.6671","16.67787","2.492653","-0.07830708","-0.4797444","17.57517","3.294347","0.6560422","17.88126","1.008","1","1050409","0"
"11.9156263","shake","1062084704","1050412","396","-1919","4437","-90","246","30","-243","28.09375","0.03618276","0.2103377","0.5827335","8.173726","-7.786527","1.216532","-0.05959814","-1.366384","60.67237","20.26514","2.745239","-0.1155028","-0.5102911","20.38065","3.255531","0.6218986","20.63902","1.008","1","1050413","0"
"11.9201493","shake","1062089745","1050417","400","-2022","4097","-197","288","85","-143","28.125","0.02587406","0.2294233","0.5460002","5.675881","-8.752325","2.357636","-0.08634549","-1.400259","60.6802","22.79161","2.831347","-0.1473448","-0.5531784","23.53419","3.384525","0.5861406","23.77631","1.009","1","1050418","0"
"11.9248363","shake","1062093779","1050421","408","-2118","3772","-172","312","114","-59","28.07813","0.02879775","0.2452347","0.5006784","2.456177","-9.759307","3.548563","-0.1054474","-1.447497","60.69556","26.09584","2.956934","-0.1613521","-0.5914037","26.25719","3.548338","0.5582545","26.49586","1.008","1","1050422","0"
"11.9293082","shake","1062098820","1050426","394","-2396","3652","-498","351","172","52","28.07813","0.02668634","0.2634589","0.4743061","-0.2412402","-10.63345","4.949501","-0.10874","-1.489115","60.71362","29.05049","2.815853","-0.1638139","-0.6439776","29.88735","3.777754","0.5417706","30.12516","1.009","1","1050427","0"
"11.9523467","shake","1062122012","1050449","404","-2672","4178","-985","342","299","498","28.15625","0.1049849","0.326986","0.5055453","-13.92927","-10.91687","9.382369","0.07886524","-1.758484","60.90006","32.61579","9.868698","0.02296055","-0.9023908","32.59283","10.77109","0.6120909","34.3265","1.008","1","1050450","0"
"11.9577222","shake","1062127052","1050454","396","-2177","4382","-1322","327","316","600","28.09375","0.126654","0.3023591","0.5195715","-17.05911","-10.80203","9.973553","0.1432199","-1.813624","60.95005","29.37252","12.01417","0.1049105","-0.957531","29.26761","12.97171","0.611854","32.0134","1.008","1","1050455","0"
"11.962706","shake","1062132094","1050459","392","-1533","4614","-1125","315","365","698","28.0625","0.1346237","0.2486036","0.5365201","-20.04936","-10.22314","11.04653","0.2372748","-1.855344","60.993","23.58049","13.75834","0.2019715","-1.009428","23.37852","14.76777","0.608889","27.65216","1.009","1","1050460","0"
"11.9829443","shake","1062152262","1050479","376","763","7146","-1116","134","375","788","28","0.1477873","-0.0531719","0.7978157","-24.14185","-4.907779","11.42449","0.729636","-2.017578","61.22625","-3.812944","10.47179","0.6737313","-1.161485","-4.486675","11.63328","0.8131287","12.46849","1.008","1","1050480","0"
"11.9882488","shake","1062157304","1050484","400","1014","7893","-1055","90","379","751","28.0625","0.1404643","-0.09139866","0.8936021","-23.09751","-3.439419","11.75295","0.8471784","-2.0389","61.28429","-5.839971","8.887539","0.7912737","-1.182808","-6.631244","10.07035","0.9091802","12.05758","1.008","1","1050485","0"
"11.9928323","shake","1062162346","1050489","392","1192","8725","-1004","27","387","722","28.0625","0.1320086","-0.1158093","0.9639426","-22.30884","-2.09923","12.13573","0.9372638","-2.050436","61.33286","-6.850753","7.742951","0.8813592","-1.196167","-7.908764","8.586172","0.9993193","11.67351","1.007","1","1050490","0"
"12.0138501","shake","1062183519","1050510","388","2903","11483","-578","-84","390","446","28.03125","0.08138584","-0.2919072","1.327689","-14.62419","1.785953","12.22797","1.345822","-2.054292","61.60697","-12.72223","3.286554","1.289918","-1.198199","-14.01215","4.484753","1.377494","14.71235","1.008","1","1050511","0"
"12.0189605","shake","1062187552","1050515","400","3265","11985","-647","-111","375","356","28.125","0.07962022","-0.3433","1.395467","-11.89598","2.717911","11.87149","1.396088","-2.045569","61.65561","-13.82093","3.171196","1.340183","-1.189476","-15.16111","4.360672","1.439278","15.93148","1.008","1","1050516","0"
