host_time_s,stage,timestamp_us,sequence,raw_temperature,raw_accel_x,raw_accel_y,raw_accel_z,raw_gyro_x,raw_gyro_y,raw_gyro_z,temperature_c,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,roll_deg,pitch_deg,yaw_deg,roll_acc_deg,pitch_acc_deg,roll_gyro_deg,pitch_gyro_deg,roll_residual_deg,pitch_residual_deg,accel_norm_g,accel_residual_deg,dt_ms,gyro_bias_ready,imu_data_ready_count,imu_poll_ready_count,fusion_acceleration_error_deg,fusion_acceleration_recovery_trigger,fusion_accel_correction_count,fusion_accelerometer_ignored,fusion_acceleration_recovery,fusion_angular_rate_recovery,fusion_accel_norm_rejected
1.0999938240274787e-06,baseline,1603028841,1586887,406,-1,8150,-93,-11,-9,0,28.171875,0.010847922414541245,-3.0366449209395796e-05,0.9944770336151123,0.04132574051618576,-0.06800699979066849,-0.028015557676553726,-0.06619644165039062,-0.00551295280456543,14.904410362243652,-0.001749532064422965,0.6249671578407288,0.0035989591851830482,0.642870306968689,-0.005348491482436657,-0.017903149127960205,0.9945362210273743,0.01868499629199505,1.0080000162124634,1,1586888,0,0.0184846892952919,0.0,1516887,0,0,0,0
0.010142699989955872,baseline,1603038925,1586897,396,-2,8134,-94,-13,-8,3,28.125,0.010908647440373898,-3.93013542634435e-05,0.9941580295562744,0.004456169903278351,0.010210704058408737,-0.012112637981772423,-0.0662933960556984,-0.005818307399749756,14.904022216796875,-0.0022650340106338263,0.6286670565605164,0.0035020029172301292,0.6425649523735046,-0.005767037160694599,-0.013897895812988281,0.9942178726196289,0.015046934597194195,1.0089999437332153,1,1586899,0,0.017618712037801743,0.0,1516897,0,0,0,0
0.02059299999382347,baseline,1603050017,1586908,390,-4,8143,-82,-14,-9,4,28.046875,0.010262532159686089,-0.00013502530055120587,0.9937139749526978,-0.053444795310497284,-0.02441234700381756,-0.02049030363559723,-0.0662350207567215,-0.006044209003448486,14.903778076171875,-0.007666030433028936,0.5993683934211731,0.003607451915740967,0.6422935724258423,-0.01127348281443119,-0.04292517900466919,0.9938747882843018,0.044380880892276764,1.0089999437332153,1,1586909,0,0.04413939639925957,0.0,1516907,0,0,0,0
0.03050989999610465,baseline,1603059092,1586918,394,-9,8143,-82,-15,-11,2,28.078125,0.01118957158178091,0.0007569147273898125,0.9936929941177368,0.004517553839832544,0.05426330864429474,-0.0660397857427597,-0.06601842492818832,-0.005863368511199951,14.903426170349121,0.043643269687891006,0.6451569199562073,0.0037769759073853493,0.6425560712814331,0.03961712121963501,-0.00613635778427124,0.9940385818481445,0.04008954018354416,1.0080000162124634,1,1586919,0,0.040073901414871216,0.0,1516917,0,0,0,0
0.040354599987040274,baseline,1603069176,1586927,380,4,8146,-65,-14,-7,2,28.1875,0.010287263430655003,0.0002518314868211746,0.9941502809524536,-0.009410904720425606,-0.006914148107171059,0.0032952656038105488,-0.0659206435084343,-0.005919337272644043,14.903153419494629,0.014513783156871796,0.5928637981414795,0.0038747580256313086,0.6424639225006104,0.010639024898409843,-0.04960012435913086,0.9942035675048828,0.05072830617427826,1.0089999437332153,1,1586929,0,0.051248759031295776,0.0,1516927,0,0,0,0
0.050595399996382184,baseline,1603080269,1586938,400,10,8139,-91,-12,-9,4,28.125,0.01106030773371458,-0.0005123309674672782,0.9941480159759521,-0.02940351516008377,-0.03190595656633377,0.0055508846417069435,-0.065879687666893,-0.006315290927886963,14.903287887573242,-0.029527191072702408,0.6374128460884094,0.00392342172563076,0.6420068144798279,-0.036577582359313965,-0.0030504465103149414,0.994228184223175,0.03670455887913704,1.0080000162124634,1,1586939,0,0.0366983525454998,0.0,1516937,0,0,0,0
0.060116199994808994,baseline,1603089344,1586947,396,-4,8150,-97,-12,-10,1,28.09375,0.011251467280089855,-0.00036213966086506844,0.9944686889648438,0.02505839616060257,-0.04710671678185463,-0.038576412945985794,-0.0660071074962616,-0.006863415241241455,14.902941703796387,-0.017552874982357025,0.653511106967926,0.0037670207675546408,0.6414560079574585,-0.02131989598274231,0.01205509901046753,0.9946749806404114,0.024492107331752777,1.0089999437332153,1,1586948,0,0.024648262187838554,0.0,1516946,0,0,0,0
0.07035169999289792,baseline,1603099428,1586957,400,-4,8147,-93,-17,-9,1,28.125,0.011202973313629627,2.175964618800208e-05,0.9941068887710571,0.025050809606909752,0.019627908244729042,-0.014327257871627808,-0.06616706401109695,-0.007107675075531006,14.90255069732666,0.007750994060188532,0.6359293460845947,0.003628334729000926,0.6412755846977234,0.0041226595640182495,-0.005346238613128662,0.9940767288208008,0.0067511918023228645,1.0080000162124634,1,1586958,0,0.006486072670668364,0.0,1516956,0,0,0,0
0.08025799998722505,baseline,1603109512,1586967,392,12,8157,-110,-14,-9,2,28.0625,0.011989452876150608,0.00012586201773956418,0.9943930506706238,-0.0217412281781435,0.006682420615106821,-0.006644736044108868,-0.0659184455871582,-0.007249236106872559,14.90278434753418,-0.008397656492888927,0.7048507928848267,0.0039020779076963663,0.6411531567573547,-0.01229973416775465,0.06369763612747192,0.9947380423545837,0.06487428396940231,1.0080000162124634,1,1586968,0,0.06523621827363968,0.0,1516966,0,0,0,0
0.09046409999427851,baseline,1603119593,1586977,390,4,8146,-90,-14,-10,3,28.046875,0.011467567645013332,-0.00015962218458298594,0.9944330453872681,-0.0195514764636755,0.011110993102192879,-0.0319787934422493,-0.06581838428974152,-0.007177114486694336,14.902350425720215,-0.018894638866186142,0.6675055623054504,0.003984866663813591,0.6412061452865601,-0.022879505529999733,0.02629941701889038,0.9944154620170593,0.03485872969031334,1.0089999437332153,1,1586978,0,0.0351133868098259,0.0,1516976,0,0,0,0
0.10007469999254681,baseline,1603129677,1586987,400,-3,8147,-110,-12,-10,2,28.125,0.012412913143634796,-0.00040403479943051934,0.9942575693130493,0.0013278620317578316,-0.017080456018447876,-0.05834449827671051,-0.06596530228853226,-0.007192730903625488,14.90182113647461,-0.010665488429367542,0.7178859710693359,0.00383009877987206,0.6411905288696289,-0.014495586976408958,0.07669544219970703,0.9942977428436279,0.07805327326059341,1.0089999437332153,1,1586988,0,0.0784357562661171,0.0,1516986,0,0,0,0
0.11027939998893999,baseline,1603139761,1586997,388,-5,8142,-93,-14,-10,3,28.03125,0.01166770700365305,-0.00025059838662855327,0.9934548735618591,-0.01966150850057602,0.031262144446372986,-0.033588867634534836,-0.06601335108280182,-0.006890594959259033,14.901531219482422,-0.014452825300395489,0.6728836894035339,0.003790609771385789,0.6415244936943054,-0.0014359913766384125,0.03621762990951538,0.9936331510543823,0.03624608740210533,1.0089999437332153,1,1586998,0,0.03661292791366577,0.0,1516996,0,0,0,0
