host_time,id,seq,t_ms,axis,mode,alpha_us,beta_us,roll,pitch,gx,gy,rc_arm,throttle_us,line
1779826402.315230,8,1,20,pitch,step,1442,1851,1.547,-4.796,81.01,18.79,1,1351,IDENT sample id=8 seq=1 t_ms=20 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=1.547 pitch=-4.796 gx=81.01 gy=18.79 rc_arm=1 throttle_us=1351
1779826402.423678,8,3,60,pitch,step,1442,1851,-1.708,-4.05,73.43,30.1,1,1351,IDENT sample id=8 seq=3 t_ms=60 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-1.708 pitch=-4.050 gx=73.43 gy=30.10 rc_arm=1 throttle_us=1351
1779826402.433045,8,5,100,pitch,step,1442,1851,-4.811,-2.801,55.64,35.69,1,1351,IDENT sample id=8 seq=5 t_ms=100 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-4.811 pitch=-2.801 gx=55.64 gy=35.69 rc_arm=1 throttle_us=1351
1779826402.657156,8,14,280,pitch,step,1442,1851,-5.786,4.949,-56.24,49.81,1,1351,IDENT sample id=8 seq=14 t_ms=280 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-5.786 pitch=4.949 gx=-56.24 gy=49.81 rc_arm=1 throttle_us=1351
1779826402.780539,8,20,400,pitch,step,1442,1851,1.962,8.968,-40.11,24.74,1,1351,IDENT sample id=8 seq=20 t_ms=400 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=1.962 pitch=8.968 gx=-40.11 gy=24.74 rc_arm=1 throttle_us=1351
1779826402.786429,8,22,440,pitch,step,1442,1851,3.294,9.426,-20.7,7.09,1,1351,IDENT sample id=8 seq=22 t_ms=440 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=3.294 pitch=9.426 gx=-20.70 gy=7.09 rc_arm=1 throttle_us=1351
1779826402.794923,8,24,480,pitch,step,1442,1851,3.69,9.307,-10.28,-13.86,1,1351,IDENT sample id=8 seq=24 t_ms=480 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=3.690 pitch=9.307 gx=-10.28 gy=-13.86 rc_arm=1 throttle_us=1351
1779826403.028521,8,33,660,pitch,step,1442,1851,4.961,2.229,-58.3,-39.89,1,1351,IDENT sample id=8 seq=33 t_ms=660 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=4.961 pitch=2.229 gx=-58.30 gy=-39.89 rc_arm=1 throttle_us=1351
1779826403.152275,8,38,760,pitch,step,1442,1851,8.153,-0.007,-26.66,-9.51,1,1351,IDENT sample id=8 seq=38 t_ms=760 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=8.153 pitch=-0.007 gx=-26.66 gy=-9.51 rc_arm=1 throttle_us=1351
1779826403.158639,8,40,800,pitch,step,1442,1851,8.045,0.056,-4.32,-5.27,1,1351,IDENT sample id=8 seq=40 t_ms=800 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=8.045 pitch=0.056 gx=-4.32 gy=-5.27 rc_arm=1 throttle_us=1351
1779826403.167305,8,42,840,pitch,step,1442,1851,7.026,0.157,10.35,-18.52,1,1351,IDENT sample id=8 seq=42 t_ms=840 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=7.026 pitch=0.157 gx=10.35 gy=-18.52 rc_arm=1 throttle_us=1351
1779826403.292095,8,44,880,pitch,step,1442,1851,5.316,-0.145,7.94,-31.51,1,1351,IDENT sample id=8 seq=44 t_ms=880 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=5.316 pitch=-0.145 gx=7.94 gy=-31.51 rc_arm=1 throttle_us=1351
1779826403.298191,8,47,940,pitch,step,1442,1851,3.156,-1.395,-22.85,-37.33,1,1351,IDENT sample id=8 seq=47 t_ms=940 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=3.156 pitch=-1.395 gx=-22.85 gy=-37.33 rc_arm=1 throttle_us=1351
1779826403.416821,8,52,1040,pitch,step,1442,1851,3.892,-2.46,-43.96,4.71,1,1351,IDENT sample id=8 seq=52 t_ms=1040 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=3.892 pitch=-2.460 gx=-43.96 gy=4.71 rc_arm=1 throttle_us=1351
