host_time,id,seq,t_ms,axis,mode,alpha_us,beta_us,roll,pitch,gx,gy,rc_arm,throttle_us,line
1779826316.384970,6,40,800,pitch,step,1442,1851,-1.136,-5.805,44.7,-33.75,1,1347,IDENT sample id=6 seq=40 t_ms=800 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-1.136 pitch=-5.805 gx=44.70 gy=-33.75 rc_arm=1 throttle_us=1347
1779826316.504672,6,42,840,pitch,step,1442,1851,-3.142,-6.538,25.16,-50.7,1,1347,IDENT sample id=6 seq=42 t_ms=840 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-3.142 pitch=-6.538 gx=25.16 gy=-50.70 rc_arm=1 throttle_us=1347
1779826316.511052,6,44,880,pitch,step,1442,1851,-4.154,-7.66,-2.04,-48.01,1,1347,IDENT sample id=6 seq=44 t_ms=880 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-4.154 pitch=-7.660 gx=-2.04 gy=-48.01 rc_arm=1 throttle_us=1347
1779826316.629291,6,49,980,pitch,step,1442,1851,-2.899,-8.485,-2.47,-0.56,1,1347,IDENT sample id=6 seq=49 t_ms=980 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-2.899 pitch=-8.485 gx=-2.47 gy=-0.56 rc_arm=1 throttle_us=1347
1779826316.635929,6,51,1020,pitch,step,1442,1851,-2.905,-7.306,18.42,1.59,1,1347,IDENT sample id=6 seq=51 t_ms=1020 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-2.905 pitch=-7.306 gx=18.42 gy=1.59 rc_arm=1 throttle_us=1347
1779826316.646929,6,53,1060,pitch,step,1442,1851,-3.948,-6.454,32.3,-8.63,1,1347,IDENT sample id=6 seq=53 t_ms=1060 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-3.948 pitch=-6.454 gx=32.30 gy=-8.63 rc_arm=1 throttle_us=1347
1779826316.768922,6,55,1100,pitch,step,1442,1851,-5.359,-6.129,27.49,-27.89,1,1347,IDENT sample id=6 seq=55 t_ms=1100 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-5.359 pitch=-6.129 gx=27.49 gy=-27.89 rc_arm=1 throttle_us=1347
1779826316.776494,6,57,1140,pitch,step,1442,1851,-6.509,-6.376,1.55,-33.69,1,1347,IDENT sample id=6 seq=57 t_ms=1140 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-6.509 pitch=-6.376 gx=1.55 gy=-33.69 rc_arm=1 throttle_us=1347
1779826317.003265,6,68,1360,pitch,step,1442,1851,-7.496,-2.35,6.31,-12.34,1,1347,IDENT sample id=6 seq=68 t_ms=1360 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-7.496 pitch=-2.350 gx=6.31 gy=-12.34 rc_arm=1 throttle_us=1347
1779826317.111556,6,73,1460,pitch,step,1442,1851,-8.41,-1.184,-43.66,21.99,1,1347,IDENT sample id=6 seq=73 t_ms=1460 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-8.410 pitch=-1.184 gx=-43.66 gy=21.99 rc_arm=1 throttle_us=1347
1779826317.118950,6,75,1500,pitch,step,1442,1851,-7.831,0.304,-27.7,49.62,1,1347,IDENT sample id=6 seq=75 t_ms=1500 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-7.831 pitch=0.304 gx=-27.70 gy=49.62 rc_arm=1 throttle_us=1347
1779826317.128940,6,77,1540,pitch,step,1442,1851,-8.325,2.756,-0.19,53.71,1,1344,IDENT sample id=6 seq=77 t_ms=1540 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-8.325 pitch=2.756 gx=-0.19 gy=53.71 rc_arm=1 throttle_us=1344
1779826317.252069,6,79,1580,pitch,step,1442,1851,-10.077,4.711,13.6,46.67,1,1344,IDENT sample id=6 seq=79 t_ms=1580 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-10.077 pitch=4.711 gx=13.60 gy=46.67 rc_arm=1 throttle_us=1344
1779826317.258277,6,81,1620,pitch,step,1442,1851,-11.744,5.921,-3.47,30.36,1,1347,IDENT sample id=6 seq=81 t_ms=1620 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-11.744 pitch=5.921 gx=-3.47 gy=30.36 rc_arm=1 throttle_us=1347
1779826317.268843,6,83,1660,pitch,step,1442,1851,-12.765,6.466,-23.26,35.14,1,1347,IDENT sample id=6 seq=83 t_ms=1660 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-12.765 pitch=6.466 gx=-23.26 gy=35.14 rc_arm=1 throttle_us=1347
1779826317.277893,6,85,1700,pitch,step,1442,1851,-13.442,7.001,-24.11,53.96,1,1347,IDENT sample id=6 seq=85 t_ms=1700 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-13.442 pitch=7.001 gx=-24.11 gy=53.96 rc_arm=1 throttle_us=1347
1779826317.390223,6,87,1740,pitch,step,1442,1851,-13.446,8.175,-12.37,74.58,1,1347,IDENT sample id=6 seq=87 t_ms=1740 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-13.446 pitch=8.175 gx=-12.37 gy=74.58 rc_arm=1 throttle_us=1347
1779826317.609098,6,99,1980,pitch,step,1442,1851,-21.3,8.931,19.36,48.26,1,1347,IDENT sample id=6 seq=99 t_ms=1980 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-21.300 pitch=8.931 gx=19.36 gy=48.26 rc_arm=1 throttle_us=1347
1779826317.616132,6,101,2020,pitch,step,1442,1851,-21.798,8.642,45.63,43.03,1,1347,IDENT sample id=6 seq=101 t_ms=2020 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-21.798 pitch=8.642 gx=45.63 gy=43.03 rc_arm=1 throttle_us=1347
1779826317.625476,6,103,2060,pitch,step,1442,1851,-23.569,8.338,56.17,10.86,1,1344,IDENT sample id=6 seq=103 t_ms=2060 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-23.569 pitch=8.338 gx=56.17 gy=10.86 rc_arm=1 throttle_us=1344
1779826317.749077,6,105,2100,pitch,step,1442,1851,-24.745,6.618,41.16,-8.97,1,1347,IDENT sample id=6 seq=105 t_ms=2100 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-24.745 pitch=6.618 gx=41.16 gy=-8.97 rc_arm=1 throttle_us=1347
1779826317.755693,6,107,2140,pitch,step,1442,1851,-24.787,4.445,14.47,-16.48,1,1347,IDENT sample id=6 seq=107 t_ms=2140 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-24.787 pitch=4.445 gx=14.47 gy=-16.48 rc_arm=1 throttle_us=1347
1779826317.763274,6,109,2180,pitch,step,1442,1851,-24.25,2.811,0.43,-4.09,1,1347,IDENT sample id=6 seq=109 t_ms=2180 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-24.250 pitch=2.811 gx=0.43 gy=-4.09 rc_arm=1 throttle_us=1347
1779826317.874980,6,111,2220,pitch,step,1442,1851,-22.806,1.853,11.03,3.13,1,1347,IDENT sample id=6 seq=111 t_ms=2220 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-22.806 pitch=1.853 gx=11.03 gy=3.13 rc_arm=1 throttle_us=1347
1779826317.880604,6,113,2260,pitch,step,1442,1851,-22.144,1.627,18.54,-14.08,1,1347,IDENT sample id=6 seq=113 t_ms=2260 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-22.144 pitch=1.627 gx=18.54 gy=-14.08 rc_arm=1 throttle_us=1347
1779826317.889034,6,114,2280,pitch,step,1442,1851,-22.307,1.41,14.93,-18.31,1,1344,IDENT sample id=6 seq=114 t_ms=2280 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-22.307 pitch=1.410 gx=14.93 gy=-18.31 rc_arm=1 throttle_us=1344
1779826318.000515,6,115,2300,pitch,step,1442,1851,-22.355,1.143,3.56,-23.45,1,1347,IDENT sample id=6 seq=115 t_ms=2300 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-22.355 pitch=1.143 gx=3.56 gy=-23.45 rc_arm=1 throttle_us=1347
1779826318.006167,6,116,2320,pitch,step,1442,1851,-21.994,0.888,-12.9,-23.48,1,1347,IDENT sample id=6 seq=116 t_ms=2320 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-21.994 pitch=0.888 gx=-12.90 gy=-23.48 rc_arm=1 throttle_us=1347
1779826318.141906,6,117,2340,pitch,step,1442,1851,-21.431,0.575,-26.89,-16.66,1,1347,IDENT sample id=6 seq=117 t_ms=2340 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-21.431 pitch=0.575 gx=-26.89 gy=-16.66 rc_arm=1 throttle_us=1347
1779826318.148914,6,118,2360,pitch,step,1442,1851,-20.584,0.284,-39.68,0.16,1,1347,IDENT sample id=6 seq=118 t_ms=2360 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-20.584 pitch=0.284 gx=-39.68 gy=0.16 rc_arm=1 throttle_us=1347
1779826318.264191,6,119,2380,pitch,step,1442,1851,-19.943,0.558,-43.91,16.22,1,1347,IDENT sample id=6 seq=119 t_ms=2380 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-19.943 pitch=0.558 gx=-43.91 gy=16.22 rc_arm=1 throttle_us=1347
1779826318.270613,6,120,2400,pitch,step,1442,1851,-19.433,1.139,-38.15,26.8,1,1347,IDENT sample id=6 seq=120 t_ms=2400 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-19.433 pitch=1.139 gx=-38.15 gy=26.80 rc_arm=1 throttle_us=1347
1779826318.387847,6,121,2420,pitch,step,1442,1851,-19.145,2.036,-26.71,44.55,1,1347,IDENT sample id=6 seq=121 t_ms=2420 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-19.145 pitch=2.036 gx=-26.71 gy=44.55 rc_arm=1 throttle_us=1347
1779826318.393378,6,122,2440,pitch,step,1442,1851,-19.001,3.133,-13.91,53.12,1,1347,IDENT sample id=6 seq=122 t_ms=2440 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-19.001 pitch=3.133 gx=-13.91 gy=53.12 rc_arm=1 throttle_us=1347
1779826318.513712,6,123,2460,pitch,step,1442,1851,-19.012,4.25,-2.9,50.56,1,1347,IDENT sample id=6 seq=123 t_ms=2460 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-19.012 pitch=4.250 gx=-2.90 gy=50.56 rc_arm=1 throttle_us=1347
1779826318.520417,6,124,2480,pitch,step,1442,1851,-19.339,5.231,1.73,40.95,1,1347,IDENT sample id=6 seq=124 t_ms=2480 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-19.339 pitch=5.231 gx=1.73 gy=40.95 rc_arm=1 throttle_us=1347
1779826318.637980,6,125,2500,pitch,step,1442,1851,-19.862,5.889,1.33,41.05,1,1347,IDENT sample id=6 seq=125 t_ms=2500 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-19.862 pitch=5.889 gx=1.33 gy=41.05 rc_arm=1 throttle_us=1347
1779826318.643940,6,126,2520,pitch,step,1442,1851,-20.624,6.602,-3.33,36.35,1,1347,IDENT sample id=6 seq=126 t_ms=2520 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-20.624 pitch=6.602 gx=-3.33 gy=36.35 rc_arm=1 throttle_us=1347
1779826318.764111,6,127,2540,pitch,step,1442,1851,-21.262,7.027,-6.83,36.73,1,1347,IDENT sample id=6 seq=127 t_ms=2540 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-21.262 pitch=7.027 gx=-6.83 gy=36.73 rc_arm=1 throttle_us=1347
1779826318.770206,6,128,2560,pitch,step,1442,1851,-21.91,7.256,-9.0,48.39,1,1347,IDENT sample id=6 seq=128 t_ms=2560 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-21.910 pitch=7.256 gx=-9.00 gy=48.39 rc_arm=1 throttle_us=1347
1779826318.886235,6,129,2580,pitch,step,1442,1851,-22.358,7.582,-9.68,53.82,1,1347,IDENT sample id=6 seq=129 t_ms=2580 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-22.358 pitch=7.582 gx=-9.68 gy=53.82 rc_arm=1 throttle_us=1347
1779826318.892755,6,130,2600,pitch,step,1442,1851,-22.587,7.942,-4.91,63.21,1,1347,IDENT sample id=6 seq=130 t_ms=2600 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-22.587 pitch=7.942 gx=-4.91 gy=63.21 rc_arm=1 throttle_us=1347
1779826319.011587,6,131,2620,pitch,step,1442,1851,-22.928,8.295,7.32,67.98,1,1347,IDENT sample id=6 seq=131 t_ms=2620 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-22.928 pitch=8.295 gx=7.32 gy=67.98 rc_arm=1 throttle_us=1347
1779826319.017220,6,132,2640,pitch,step,1442,1851,-23.385,8.68,23.08,73.33,1,1347,IDENT sample id=6 seq=132 t_ms=2640 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-23.385 pitch=8.680 gx=23.08 gy=73.33 rc_arm=1 throttle_us=1347
1779826319.137043,6,133,2660,pitch,step,1442,1851,-24.199,9.26,39.78,59.69,1,1347,IDENT sample id=6 seq=133 t_ms=2660 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-24.199 pitch=9.260 gx=39.78 gy=59.69 rc_arm=1 throttle_us=1347
