host_time,id,seq,t_ms,axis,mode,alpha_us,beta_us,roll,pitch,gx,gy,rc_arm,throttle_us,line
1779826394.629593,7,64,1281,pitch,step,1442,1851,0.181,-0.631,-3.39,1.91,1,1266,IDENT sample id=7 seq=64 t_ms=1281 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=0.181 pitch=-0.631 gx=-3.39 gy=1.91 rc_arm=1 throttle_us=1266
1779826394.750387,7,66,1321,pitch,step,1442,1851,0.039,-0.495,2.24,1.14,1,1267,IDENT sample id=7 seq=66 t_ms=1321 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=0.039 pitch=-0.495 gx=2.24 gy=1.14 rc_arm=1 throttle_us=1267
1779826394.756424,7,68,1361,pitch,step,1442,1851,-0.402,-0.354,5.86,-1.98,1,1266,IDENT sample id=7 seq=68 t_ms=1361 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-0.402 pitch=-0.354 gx=5.86 gy=-1.98 rc_arm=1 throttle_us=1266
1779826394.765497,7,70,1401,pitch,step,1442,1851,-0.984,-0.336,4.63,-5.62,1,1266,IDENT sample id=7 seq=70 t_ms=1401 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-0.984 pitch=-0.336 gx=4.63 gy=-5.62 rc_arm=1 throttle_us=1266
1779826394.772963,7,72,1441,pitch,step,1442,1851,-1.48,-0.459,-1.56,-6.87,1,1266,IDENT sample id=7 seq=72 t_ms=1441 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-1.480 pitch=-0.459 gx=-1.56 gy=-6.87 rc_arm=1 throttle_us=1266
1779826394.996289,7,80,1601,pitch,step,1442,1851,-1.037,-0.118,-10.35,14.78,1,1266,IDENT sample id=7 seq=80 t_ms=1601 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-1.037 pitch=-0.118 gx=-10.35 gy=14.78 rc_arm=1 throttle_us=1266
1779826395.104023,7,84,1681,pitch,step,1442,1851,-1.735,1.262,1.14,10.86,1,1266,IDENT sample id=7 seq=84 t_ms=1681 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-1.735 pitch=1.262 gx=1.14 gy=10.86 rc_arm=1 throttle_us=1266
1779826395.109751,7,86,1721,pitch,step,1442,1851,-2.379,1.696,-1.86,7.28,1,1267,IDENT sample id=7 seq=86 t_ms=1721 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-2.379 pitch=1.696 gx=-1.86 gy=7.28 rc_arm=1 throttle_us=1267
1779826395.120221,7,88,1761,pitch,step,1442,1851,-2.829,1.901,-10.62,6.42,1,1266,IDENT sample id=7 seq=88 t_ms=1761 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-2.829 pitch=1.901 gx=-10.62 gy=6.42 rc_arm=1 throttle_us=1266
1779826395.141256,7,90,1801,pitch,step,1442,1851,-2.911,2.068,-19.64,9.78,1,1266,IDENT sample id=7 seq=90 t_ms=1801 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-2.911 pitch=2.068 gx=-19.64 gy=9.78 rc_arm=1 throttle_us=1266
1779826395.260580,7,92,1841,pitch,step,1442,1851,-2.65,2.395,-24.79,15.41,1,1266,IDENT sample id=7 seq=92 t_ms=1841 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-2.650 pitch=2.395 gx=-24.79 gy=15.41 rc_arm=1 throttle_us=1266
1779826395.367454,7,100,2001,pitch,step,1442,1851,-2.204,5.288,-18.2,17.67,1,1266,IDENT sample id=7 seq=100 t_ms=2001 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-2.204 pitch=5.288 gx=-18.20 gy=17.67 rc_arm=1 throttle_us=1266
1779826395.478035,7,104,2081,pitch,step,1442,1851,-2.073,6.276,-38.16,18.88,1,1266,IDENT sample id=7 seq=104 t_ms=2081 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-2.073 pitch=6.276 gx=-38.16 gy=18.88 rc_arm=1 throttle_us=1266
1779826395.484449,7,106,2121,pitch,step,1442,1851,-1.516,6.808,-45.07,24.23,1,1266,IDENT sample id=7 seq=106 t_ms=2121 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-1.516 pitch=6.808 gx=-45.07 gy=24.23 rc_arm=1 throttle_us=1266
1779826395.492079,7,108,2161,pitch,step,1442,1851,-0.775,7.576,-45.39,28.01,1,1266,IDENT sample id=7 seq=108 t_ms=2161 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-0.775 pitch=7.576 gx=-45.39 gy=28.01 rc_arm=1 throttle_us=1266
1779826395.617055,7,110,2201,pitch,step,1442,1851,-0.069,8.398,-42.69,30.51,1,1266,IDENT sample id=7 seq=110 t_ms=2201 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=-0.069 pitch=8.398 gx=-42.69 gy=30.51 rc_arm=1 throttle_us=1266
1779826395.623250,7,112,2241,pitch,step,1442,1851,0.474,9.27,-39.94,30.53,1,1266,IDENT sample id=7 seq=112 t_ms=2241 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=0.474 pitch=9.270 gx=-39.94 gy=30.53 rc_arm=1 throttle_us=1266
1779826395.740628,7,115,2301,pitch,step,1442,1851,1.078,10.356,-42.77,20.92,1,1266,IDENT sample id=7 seq=115 t_ms=2301 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=1.078 pitch=10.356 gx=-42.77 gy=20.92 rc_arm=1 throttle_us=1266
1779826395.746582,7,120,2401,pitch,step,1442,1851,3.141,11.127,-66.78,10.83,1,1266,IDENT sample id=7 seq=120 t_ms=2401 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=3.141 pitch=11.127 gx=-66.78 gy=10.83 rc_arm=1 throttle_us=1266
1779826395.864917,7,122,2441,pitch,step,1442,1851,4.463,11.164,-70.79,8.53,1,1266,IDENT sample id=7 seq=122 t_ms=2441 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=4.463 pitch=11.164 gx=-70.79 gy=8.53 rc_arm=1 throttle_us=1266
1779826395.870942,7,123,2461,pitch,step,1442,1851,5.184,11.113,-71.51,6.75,1,1266,IDENT sample id=7 seq=123 t_ms=2461 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=5.184 pitch=11.113 gx=-71.51 gy=6.75 rc_arm=1 throttle_us=1266
1779826395.881408,7,125,2501,pitch,step,1442,1851,6.565,10.972,-69.3,5.95,1,1266,IDENT sample id=7 seq=125 t_ms=2501 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=6.565 pitch=10.972 gx=-69.30 gy=5.95 rc_arm=1 throttle_us=1266
1779826396.001335,7,127,2541,pitch,step,1442,1851,7.739,10.848,-63.92,2.97,1,1266,IDENT sample id=7 seq=127 t_ms=2541 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=7.739 pitch=10.848 gx=-63.92 gy=2.97 rc_arm=1 throttle_us=1266
1779826396.007688,7,129,2581,pitch,step,1442,1851,8.636,10.633,-59.98,-2.86,1,1266,IDENT sample id=7 seq=129 t_ms=2581 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=8.636 pitch=10.633 gx=-59.98 gy=-2.86 rc_arm=1 throttle_us=1266
1779826396.014795,7,131,2621,pitch,step,1442,1851,9.166,10.363,-59.99,-6.42,1,1266,IDENT sample id=7 seq=131 t_ms=2621 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=9.166 pitch=10.363 gx=-59.99 gy=-6.42 rc_arm=1 throttle_us=1266
1779826396.128771,7,133,2661,pitch,step,1442,1851,9.474,9.999,-61.36,-8.45,1,1266,IDENT sample id=7 seq=133 t_ms=2661 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=9.474 pitch=9.999 gx=-61.36 gy=-8.45 rc_arm=1 throttle_us=1266
1779826396.135335,7,135,2701,pitch,step,1442,1851,9.747,9.49,-63.22,-10.65,1,1266,IDENT sample id=7 seq=135 t_ms=2701 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=9.747 pitch=9.490 gx=-63.22 gy=-10.65 rc_arm=1 throttle_us=1266
1779826396.144387,7,137,2741,pitch,step,1442,1851,10.133,8.88,-64.59,-9.08,1,1266,IDENT sample id=7 seq=137 t_ms=2741 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=10.133 pitch=8.880 gx=-64.59 gy=-9.08 rc_arm=1 throttle_us=1266
1779826396.268313,7,141,2821,pitch,step,1442,1851,10.823,8.259,-59.29,-1.84,1,1267,IDENT sample id=7 seq=141 t_ms=2821 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=10.823 pitch=8.259 gx=-59.29 gy=-1.84 rc_arm=1 throttle_us=1267
1779826396.274310,7,143,2861,pitch,step,1442,1851,10.879,8.217,-57.46,-0.16,1,1267,IDENT sample id=7 seq=143 t_ms=2861 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=10.879 pitch=8.217 gx=-57.46 gy=-0.16 rc_arm=1 throttle_us=1267
1779826396.285250,7,145,2901,pitch,step,1442,1851,10.648,8.381,-57.54,2.47,1,1266,IDENT sample id=7 seq=145 t_ms=2901 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=10.648 pitch=8.381 gx=-57.54 gy=2.47 rc_arm=1 throttle_us=1266
1779826396.408499,7,147,2941,pitch,step,1442,1851,10.262,8.64,-59.03,3.91,1,1266,IDENT sample id=7 seq=147 t_ms=2941 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=10.262 pitch=8.640 gx=-59.03 gy=3.91 rc_arm=1 throttle_us=1266
1779826396.415478,7,149,2981,pitch,step,1442,1851,9.949,8.842,-63.04,4.71,1,1266,IDENT sample id=7 seq=149 t_ms=2981 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=9.949 pitch=8.842 gx=-63.04 gy=4.71 rc_arm=1 throttle_us=1266
1779826396.424486,7,151,3021,pitch,step,1442,1851,9.838,9.112,-67.31,9.94,1,1266,IDENT sample id=7 seq=151 t_ms=3021 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=9.838 pitch=9.112 gx=-67.31 gy=9.94 rc_arm=1 throttle_us=1266
1779826396.432638,7,153,3061,pitch,step,1442,1851,9.888,9.596,-68.44,15.74,1,1267,IDENT sample id=7 seq=153 t_ms=3061 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=9.888 pitch=9.596 gx=-68.44 gy=15.74 rc_arm=1 throttle_us=1267
1779826396.548511,7,155,3101,pitch,step,1442,1851,10.016,10.212,-68.38,18.48,1,1266,IDENT sample id=7 seq=155 t_ms=3101 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=10.016 pitch=10.212 gx=-68.38 gy=18.48 rc_arm=1 throttle_us=1266
1779826396.553594,7,157,3141,pitch,step,1442,1851,10.115,10.94,-68.6,21.21,1,1266,IDENT sample id=7 seq=157 t_ms=3141 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=10.115 pitch=10.940 gx=-68.60 gy=21.21 rc_arm=1 throttle_us=1266
1779826396.562514,7,159,3181,pitch,step,1442,1851,10.075,11.729,-68.23,21.03,1,1266,IDENT sample id=7 seq=159 t_ms=3181 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=10.075 pitch=11.729 gx=-68.23 gy=21.03 rc_arm=1 throttle_us=1266
1779826396.687372,7,162,3241,pitch,step,1442,1851,10.078,12.622,-72.37,13.74,1,1267,IDENT sample id=7 seq=162 t_ms=3241 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=10.078 pitch=12.622 gx=-72.37 gy=13.74 rc_arm=1 throttle_us=1267
1779826396.694586,7,164,3281,pitch,step,1442,1851,10.397,12.918,-77.44,12.71,1,1267,IDENT sample id=7 seq=164 t_ms=3281 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=10.397 pitch=12.918 gx=-77.44 gy=12.71 rc_arm=1 throttle_us=1267
1779826396.808127,7,166,3321,pitch,step,1442,1851,10.988,13.156,-81.08,10.4,1,1266,IDENT sample id=7 seq=166 t_ms=3321 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=10.988 pitch=13.156 gx=-81.08 gy=10.40 rc_arm=1 throttle_us=1266
1779826396.815579,7,168,3361,pitch,step,1442,1851,11.712,13.217,-82.87,5.72,1,1266,IDENT sample id=7 seq=168 t_ms=3361 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=11.712 pitch=13.217 gx=-82.87 gy=5.72 rc_arm=1 throttle_us=1266
1779826396.825070,7,170,3401,pitch,step,1442,1851,12.53,13.203,-82.9,4.43,1,1267,IDENT sample id=7 seq=170 t_ms=3401 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=12.530 pitch=13.203 gx=-82.90 gy=4.43 rc_arm=1 throttle_us=1267
1779826396.834140,7,172,3441,pitch,step,1442,1851,13.205,13.18,-80.89,1.89,1,1266,IDENT sample id=7 seq=172 t_ms=3441 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=13.205 pitch=13.180 gx=-80.89 gy=1.89 rc_arm=1 throttle_us=1266
1779826396.950844,7,174,3481,pitch,step,1442,1851,13.647,13.008,-79.33,-4.49,1,1267,IDENT sample id=7 seq=174 t_ms=3481 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=13.647 pitch=13.008 gx=-79.33 gy=-4.49 rc_arm=1 throttle_us=1267
1779826396.956356,7,176,3521,pitch,step,1442,1851,14.014,12.675,-81.36,-9.47,1,1266,IDENT sample id=7 seq=176 t_ms=3521 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=14.014 pitch=12.675 gx=-81.36 gy=-9.47 rc_arm=1 throttle_us=1266
1779826396.966070,7,178,3561,pitch,step,1442,1851,14.407,12.241,-84.49,-9.19,1,1266,IDENT sample id=7 seq=178 t_ms=3561 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=14.407 pitch=12.241 gx=-84.49 gy=-9.19 rc_arm=1 throttle_us=1266
1779826397.090723,7,180,3601,pitch,step,1442,1851,14.871,11.807,-86.61,-8.62,1,1267,IDENT sample id=7 seq=180 t_ms=3601 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=14.871 pitch=11.807 gx=-86.61 gy=-8.62 rc_arm=1 throttle_us=1267
1779826397.097251,7,181,3621,pitch,step,1442,1851,15.141,11.593,-86.96,-7.48,1,1266,IDENT sample id=7 seq=181 t_ms=3621 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.141 pitch=11.593 gx=-86.96 gy=-7.48 rc_arm=1 throttle_us=1266
1779826397.217224,7,182,3641,pitch,step,1442,1851,15.454,11.362,-87.56,-5.9,1,1266,IDENT sample id=7 seq=182 t_ms=3641 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.454 pitch=11.362 gx=-87.56 gy=-5.90 rc_arm=1 throttle_us=1266
1779826397.223747,7,183,3661,pitch,step,1442,1851,15.69,11.214,-86.05,-2.63,1,1266,IDENT sample id=7 seq=183 t_ms=3661 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.690 pitch=11.214 gx=-86.05 gy=-2.63 rc_arm=1 throttle_us=1266
1779826397.343951,7,184,3681,pitch,step,1442,1851,15.873,11.113,-83.49,-0.59,1,1266,IDENT sample id=7 seq=184 t_ms=3681 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.873 pitch=11.113 gx=-83.49 gy=-0.59 rc_arm=1 throttle_us=1266
1779826397.364385,7,185,3701,pitch,step,1442,1851,15.981,11.083,-80.29,0.93,1,1266,IDENT sample id=7 seq=185 t_ms=3701 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.981 pitch=11.083 gx=-80.29 gy=0.93 rc_arm=1 throttle_us=1266
1779826397.482871,7,186,3721,pitch,step,1442,1851,15.989,11.094,-77.03,0.91,1,1266,IDENT sample id=7 seq=186 t_ms=3721 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.989 pitch=11.094 gx=-77.03 gy=0.91 rc_arm=1 throttle_us=1266
1779826397.489692,7,187,3741,pitch,step,1442,1851,15.873,11.204,-73.73,0.93,1,1267,IDENT sample id=7 seq=187 t_ms=3741 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.873 pitch=11.204 gx=-73.73 gy=0.93 rc_arm=1 throttle_us=1267
1779826397.604349,7,188,3761,pitch,step,1442,1851,15.712,11.247,-72.57,-0.49,1,1267,IDENT sample id=7 seq=188 t_ms=3761 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.712 pitch=11.247 gx=-72.57 gy=-0.49 rc_arm=1 throttle_us=1267
1779826397.610393,7,189,3781,pitch,step,1442,1851,15.502,11.319,-73.24,-0.07,1,1266,IDENT sample id=7 seq=189 t_ms=3781 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.502 pitch=11.319 gx=-73.24 gy=-0.07 rc_arm=1 throttle_us=1266
1779826397.729376,7,190,3801,pitch,step,1442,1851,15.271,11.42,-75.03,1.5,1,1266,IDENT sample id=7 seq=190 t_ms=3801 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.271 pitch=11.420 gx=-75.03 gy=1.50 rc_arm=1 throttle_us=1266
1779826397.735382,7,191,3821,pitch,step,1442,1851,15.045,11.542,-77.54,2.97,1,1266,IDENT sample id=7 seq=191 t_ms=3821 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.045 pitch=11.542 gx=-77.54 gy=2.97 rc_arm=1 throttle_us=1266
1779826397.852200,7,192,3841,pitch,step,1442,1851,14.835,11.668,-80.37,4.66,1,1266,IDENT sample id=7 seq=192 t_ms=3841 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=14.835 pitch=11.668 gx=-80.37 gy=4.66 rc_arm=1 throttle_us=1266
1779826397.857753,7,193,3861,pitch,step,1442,1851,14.71,11.792,-83.74,6.83,1,1266,IDENT sample id=7 seq=193 t_ms=3861 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=14.710 pitch=11.792 gx=-83.74 gy=6.83 rc_arm=1 throttle_us=1266
1779826397.976838,7,194,3881,pitch,step,1442,1851,14.672,11.931,-86.79,8.48,1,1266,IDENT sample id=7 seq=194 t_ms=3881 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=14.672 pitch=11.931 gx=-86.79 gy=8.48 rc_arm=1 throttle_us=1266
1779826397.983330,7,195,3901,pitch,step,1442,1851,14.72,12.073,-89.73,10.6,1,1266,IDENT sample id=7 seq=195 t_ms=3901 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=14.720 pitch=12.073 gx=-89.73 gy=10.60 rc_arm=1 throttle_us=1266
1779826398.103419,7,196,3921,pitch,step,1442,1851,14.83,12.257,-91.48,13.67,1,1266,IDENT sample id=7 seq=196 t_ms=3921 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=14.830 pitch=12.257 gx=-91.48 gy=13.67 rc_arm=1 throttle_us=1266
1779826398.109937,7,197,3941,pitch,step,1442,1851,14.993,12.547,-92.28,17.21,1,1266,IDENT sample id=7 seq=197 t_ms=3941 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=14.993 pitch=12.547 gx=-92.28 gy=17.21 rc_arm=1 throttle_us=1266
1779826398.226208,7,198,3961,pitch,step,1442,1851,15.136,12.84,-90.91,17.79,1,1266,IDENT sample id=7 seq=198 t_ms=3961 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.136 pitch=12.840 gx=-90.91 gy=17.79 rc_arm=1 throttle_us=1266
1779826398.231850,7,199,3981,pitch,step,1442,1851,15.268,13.184,-88.82,18.36,1,1266,IDENT sample id=7 seq=199 t_ms=3981 axis=pitch mode=step alpha_us=1442 beta_us=1851 roll=15.268 pitch=13.184 gx=-88.82 gy=18.36 rc_arm=1 throttle_us=1266
