kind,host_time,seq,motor,pct,pulse_us,fc_ms,dwell_ms,sample_index,raw,grams,count,mean_g,min_g,max_g,std_g,error
sample,1779022090.1888974,0,0,0,1100,180773,200,0,0,0.0,,,,,,
sample,1779022090.2143772,0,0,0,1100,180773,200,1,0,0.0,,,,,,
sample,1779022090.239227,0,0,0,1100,180773,200,2,0,0.0,,,,,,
sample,1779022090.2633018,0,0,0,1100,180773,200,3,-1,-0.9958904109589041,,,,,,
sample,1779022090.2883162,0,0,0,1100,180773,200,4,-1,-0.9958904109589041,,,,,,
sample,1779022090.313153,0,0,0,1100,180773,200,5,-1,-0.9958904109589041,,,,,,
sample,1779022090.337566,0,0,0,1100,180773,200,6,-1,-0.9958904109589041,,,,,,
sample,1779022090.3623784,0,0,0,1100,180773,200,7,-1,-0.9958904109589041,,,,,,
sample,1779022090.3873863,0,0,0,1100,180773,200,8,-1,-0.9958904109589041,,,,,,
sample,1779022090.4114041,0,0,0,1100,180773,200,9,2,1.9917808219178081,,,,,,
sample,1779022090.4369051,0,0,0,1100,180773,200,10,2,1.9917808219178081,,,,,,
sample,1779022090.4619045,0,0,0,1100,180773,200,11,2,1.9917808219178081,,,,,,
sample,1779022090.4859042,0,0,0,1100,180773,200,12,-2,-1.9917808219178081,,,,,,
sample,1779022090.5109193,0,0,0,1100,180773,200,13,-2,-1.9917808219178081,,,,,,
sample,1779022090.5363736,0,0,0,1100,180773,200,14,-2,-1.9917808219178081,,,,,,
sample,1779022090.5613737,0,0,0,1100,180773,200,15,-5,-4.97945205479452,,,,,,
sample,1779022090.5853753,0,0,0,1100,180773,200,16,-5,-4.97945205479452,,,,,,
sample,1779022090.6132035,0,0,0,1100,180773,200,17,-5,-4.97945205479452,,,,,,
sample,1779022090.6382704,0,0,0,1100,180773,200,18,0,0.0,,,,,,
sample,1779022090.663263,0,0,0,1100,180773,200,19,0,0.0,,,,,,
summary,1779022090.663263,0,0,0,1100,180773,200,,,,20,-1.046,-4.979,1.992,2.028,
sample,1779022090.688304,1,0,1,1108,180978,200,0,0,0.0,,,,,,
