kind,host_time,seq,motor,pct,pulse_us,fc_ms,dwell_ms,sample_index,raw,grams,count,mean_g,min_g,max_g,std_g,error
sample,1779012176.0108662,0,0,0,1100,22676,1000,0,27,26.88904109589041,,,,,,
sample,1779012176.0497253,0,0,0,1100,22676,1000,1,27,26.88904109589041,,,,,,
sample,1779012176.0823085,0,0,0,1100,22676,1000,2,27,26.88904109589041,,,,,,
sample,1779012176.1099722,0,0,0,1100,22676,1000,3,26,25.893150684931506,,,,,,
sample,1779012176.135428,0,0,0,1100,22676,1000,4,26,25.893150684931506,,,,,,
sample,1779012176.162775,0,0,0,1100,22676,1000,5,26,25.893150684931506,,,,,,
sample,1779012176.189429,0,0,0,1100,22676,1000,6,26,25.893150684931506,,,,,,
sample,1779012176.2172592,0,0,0,1100,22676,1000,7,26,25.893150684931506,,,,,,
sample,1779012176.2430024,0,0,0,1100,22676,1000,8,24,23.9013698630137,,,,,,
sample,1779012176.2679179,0,0,0,1100,22676,1000,9,24,23.9013698630137,,,,,,
sample,1779012176.2987049,0,0,0,1100,22676,1000,10,24,23.9013698630137,,,,,,
sample,1779012176.3239558,0,0,0,1100,22676,1000,11,26,25.893150684931506,,,,,,
sample,1779012176.3486402,0,0,0,1100,22676,1000,12,26,25.893150684931506,,,,,,
sample,1779012176.3776157,0,0,0,1100,22676,1000,13,26,25.893150684931506,,,,,,
sample,1779012176.4026153,0,0,0,1100,22676,1000,14,31,30.872602739726027,,,,,,
sample,1779012176.4286163,0,0,0,1100,22676,1000,15,31,30.872602739726027,,,,,,
sample,1779012176.4536166,0,0,0,1100,22676,1000,16,31,30.872602739726027,,,,,,
sample,1779012176.4781494,0,0,0,1100,22676,1000,17,33,32.864383561643834,,,,,,
sample,1779012176.5035307,0,0,0,1100,22676,1000,18,33,32.864383561643834,,,,,,
sample,1779012176.5290685,0,0,0,1100,22676,1000,19,33,32.864383561643834,,,,,,
summary,1779012176.529575,0,0,0,1100,22676,1000,,,,20,27.536,23.901,32.864,3.009,
sample,1779012177.016119,1,0,5,1142,23681,1000,0,26,25.893150684931506,,,,,,
sample,1779012177.0418086,1,0,5,1142,23681,1000,1,26,25.893150684931506,,,,,,
sample,1779012177.0674953,1,0,5,1142,23681,1000,2,28,27.884931506849313,,,,,,
sample,1779012177.092428,1,0,5,1142,23681,1000,3,28,27.884931506849313,,,,,,
sample,1779012177.1185806,1,0,5,1142,23681,1000,4,28,27.884931506849313,,,,,,
sample,1779012177.1465514,1,0,5,1142,23681,1000,5,29,28.88082191780822,,,,,,
sample,1779012177.172741,1,0,5,1142,23681,1000,6,29,28.88082191780822,,,,,,
sample,1779012177.1977994,1,0,5,1142,23681,1000,7,29,28.88082191780822,,,,,,
sample,1779012177.2231417,1,0,5,1142,23681,1000,8,19,18.921917808219177,,,,,,
sample,1779012177.24934,1,0,5,1142,23681,1000,9,19,18.921917808219177,,,,,,
sample,1779012177.2762446,1,0,5,1142,23681,1000,10,19,18.921917808219177,,,,,,
