kind,host_time,seq,motor,pct,pulse_us,fc_ms,dwell_ms,sample_index,raw,grams,count,mean_g,min_g,max_g,std_g,error
sample,1779012392.800121,0,0,0,1100,7196,1000,0,-13,-12.946575342465753,,,,,,
sample,1779012392.825209,0,0,0,1100,7196,1000,1,-14,-13.942465753424656,,,,,,
sample,1779012392.8510792,0,0,0,1100,7196,1000,2,-14,-13.942465753424656,,,,,,
sample,1779012392.8780818,0,0,0,1100,7196,1000,3,-13,-12.946575342465753,,,,,,
sample,1779012392.9030657,0,0,0,1100,7196,1000,4,-13,-12.946575342465753,,,,,,
sample,1779012392.9327486,0,0,0,1100,7196,1000,5,-13,-12.946575342465753,,,,,,
sample,1779012392.9586847,0,0,0,1100,7196,1000,6,-11,-10.954794520547944,,,,,,
sample,1779012392.9840162,0,0,0,1100,7196,1000,7,-11,-10.954794520547944,,,,,,
sample,1779012393.0102441,0,0,0,1100,7196,1000,8,-11,-10.954794520547944,,,,,,
sample,1779012393.0353203,0,0,0,1100,7196,1000,9,-12,-11.95068493150685,,,,,,
sample,1779012393.0603013,0,0,0,1100,7196,1000,10,-12,-11.95068493150685,,,,,,
sample,1779012393.088671,0,0,0,1100,7196,1000,11,-12,-11.95068493150685,,,,,,
sample,1779012393.1154702,0,0,0,1100,7196,1000,12,-12,-11.95068493150685,,,,,,
sample,1779012393.1407452,0,0,0,1100,7196,1000,13,-12,-11.95068493150685,,,,,,
sample,1779012393.1713638,0,0,0,1100,7196,1000,14,-12,-11.95068493150685,,,,,,
sample,1779012393.1970122,0,0,0,1100,7196,1000,15,-11,-10.954794520547944,,,,,,
sample,1779012393.2231703,0,0,0,1100,7196,1000,16,-11,-10.954794520547944,,,,,,
sample,1779012393.2482224,0,0,0,1100,7196,1000,17,-11,-10.954794520547944,,,,,,
sample,1779012393.2745333,0,0,0,1100,7196,1000,18,-11,-10.954794520547944,,,,,,
sample,1779012393.3003612,0,0,0,1100,7196,1000,19,-11,-10.954794520547944,,,,,,
summary,1779012393.3012965,0,0,0,1100,7196,1000,,,,20,-11.951,-13.942,-10.955,0.996,
sample,1779012393.805362,1,0,5,1142,8201,1000,0,-16,-15.934246575342465,,,,,,
sample,1779012393.8326173,1,0,5,1142,8201,1000,1,-16,-15.934246575342465,,,,,,
sample,1779012393.8573818,1,0,5,1142,8201,1000,2,-16,-15.934246575342465,,,,,,
sample,1779012393.8836846,1,0,5,1142,8201,1000,3,-12,-11.95068493150685,,,,,,
sample,1779012393.9086947,1,0,5,1142,8201,1000,4,-12,-11.95068493150685,,,,,,
sample,1779012393.934669,1,0,5,1142,8201,1000,5,-6,-5.975342465753425,,,,,,
sample,1779012393.9603975,1,0,5,1142,8201,1000,6,-6,-5.975342465753425,,,,,,
sample,1779012393.9888566,1,0,5,1142,8201,1000,7,-6,-5.975342465753425,,,,,,
sample,1779012394.0141356,1,0,5,1142,8201,1000,8,8,7.967123287671233,,,,,,
sample,1779012394.0389087,1,0,5,1142,8201,1000,9,8,7.967123287671233,,,,,,
sample,1779012394.0649116,1,0,5,1142,8201,1000,10,8,7.967123287671233,,,,,,
sample,1779012394.0905013,1,0,5,1142,8201,1000,11,32,31.86849315068493,,,,,,
sample,1779012394.1155329,1,0,5,1142,8201,1000,12,32,31.86849315068493,,,,,,
sample,1779012394.1408842,1,0,5,1142,8201,1000,13,32,31.86849315068493,,,,,,
sample,1779012394.1664007,1,0,5,1142,8201,1000,14,61,60.749315068493146,,,,,,
sample,1779012394.1975574,1,0,5,1142,8201,1000,15,61,60.749315068493146,,,,,,
