magic,version,size,sequence,dropped_records,timestamp_us,tick_ms,imu_sequence,raw_temperature,raw_accel_x,raw_accel_y,raw_accel_z,raw_gyro_x,raw_gyro_y,raw_gyro_z,temperature_c,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,roll_deg,pitch_deg,yaw_deg,rc_ch1_us,rc_ch2_us,rc_ch3_us,rc_ch4_us,rc_ch5_us,rc_ch6_us,rc_ch7_us,rc_ch8_us,throttle_us,servo_alpha_us,servo_beta_us,motor_upper_us,motor_lower_us,servo_alpha_feedback_us,servo_beta_feedback_us,servo_alpha_feedback_age_ms,servo_beta_feedback_age_ms,servo_alpha_feedback_sequence,servo_beta_feedback_sequence,servo_feedback_valid_mask,servo_alpha_feedback_deg,servo_alpha_feedback_tilt_deg,servo_beta_feedback_deg,servo_beta_feedback_tilt_deg,rc_armed,rc_link_ok,throttle_over_20,imu_valid,motor_output_reason,rc_link_seen,arm_switch_high,arm_throttle_low,arm_switch_seen_low,arm_switch_prev_high,imu_fault_latched,imu_fault_reason,motor_output_reason_name,acc_nav_m_s2_0,acc_nav_m_s2_1,acc_nav_m_s2_2,vel_est_m_s_0,vel_est_m_s_1,vel_est_m_s_2,vel_ref_m_s_0,vel_ref_m_s_1,vel_err_m_s_0,vel_err_m_s_1,vel_pid_out_m_s2_0,vel_pid_out_m_s2_1,vel_pid_p_m_s2_0,vel_pid_p_m_s2_1,vel_pid_i_m_s2_0,vel_pid_i_m_s2_1,vel_pid_d_m_s2_0,vel_pid_d_m_s2_1,vel_loop_active,ctrl_pos_p_m_s2_0,ctrl_pos_p_m_s2_1,ctrl_pos_p_m_s2_2,ctrl_vel_d_m_s2_0,ctrl_vel_d_m_s2_1,ctrl_vel_d_m_s2_2,ctrl_accel_out_m_s2_0,ctrl_accel_out_m_s2_1,ctrl_accel_out_m_s2_2,ctrl_force_cmd_n_0,ctrl_force_cmd_n_1,ctrl_force_cmd_n_2,ctrl_tilt_ff_rad_0,ctrl_tilt_ff_rad_1,ctrl_tilt_angle_p_rad_0,ctrl_tilt_angle_p_rad_1,ctrl_tilt_rate_d_rad_0,ctrl_tilt_rate_d_rad_1,ctrl_tilt_out_rad_0,ctrl_tilt_out_rad_1,ctrl_yaw_angle_p_rad_s,ctrl_yaw_rate_d_rad_s,ctrl_yaw_torque_cmd,ctrl_total_force_n,ctrl_motor_thrust_cmd_n_0,ctrl_motor_thrust_cmd_n_1,ctrl_motor_cmd_us_0,ctrl_motor_cmd_us_1,ctrl_velocity_integral_m_0,ctrl_velocity_integral_m_1,ctrl_desired_attitude_rpy_rad_0,ctrl_desired_attitude_rpy_rad_1,ctrl_desired_attitude_rpy_rad_2,ctrl_attitude_error_0,ctrl_attitude_error_1,ctrl_attitude_error_2,ctrl_rate_error_rad_s_0,ctrl_rate_error_rad_s_1,ctrl_rate_error_rad_s_2,ctrl_moment_cmd_n_m_0,ctrl_moment_cmd_n_m_1,ctrl_moment_cmd_n_m_2,ctrl_horizontal_command_scale,ctrl_moment_utilization,ctrl_thrust_utilization,ctrl_protection_flags,z_ref_m,ident_att_active,ident_att_axis,ident_att_mode,ident_att_reserved,ident_att_seq,ident_att_signal_rad,ident_att_signal_m_s2,ident_att_elapsed_ms,record_crc32,sector_seq,sector_index
827477062,5,428,11049,5880,200996048,200996,196478,320,-8622,15556,-2186,-477,-292,580,27.5,0.09001576900482178,0.052497684955596924,0.8532807230949402,-15.883318901062012,11.442533493041992,-8.002118110656738,1.5493860244750977,-0.3226679563522339,9.880321502685547,1576,1500,2011,1500,2000,1503,1000,1000,1940,1438,1567,1827,1815,1494,1480,506,458,8090,8127,0,,,,,1,1,1,1,1,1,1,0,1,1,0,0,stabilized_mix,0.29500699043273926,-0.6352554559707642,0.8111016154289246,0.0031332948710769415,-0.022003423422574997,-0.3002079725265503,0.0,0.12159999459981918,-0.0031332948710769415,0.14360341429710388,-0.0009320920798927546,0.08204599469900131,-0.0015666474355384707,0.07180170714855194,0.0006345553556457162,0.010244287550449371,0.0,0.0,1.0,-0.0015666474355384707,0.07180170714855194,-0.10820415616035461,0.0006345553556457162,0.010244287550449371,0.0,-0.0009320920798927546,0.08204599469900131,-0.10820415616035461,0.0943436473608017,-0.2559141516685486,13.555906295776367,0.00695948489010334,0.0188757237046957,-0.050147950649261475,0.02650788426399231,-0.0538414791226387,0.07263033837080002,-0.10590090602636337,0.09799133241176605,-0.11114314198493958,0.06983165442943573,-1.4459015801548958e-05,13.558649063110352,6.851619720458984,6.707029819488525,1827.0,1815.0,-0.010152885690331459,-0.16390860080718994,-0.06664051115512848,0.06153371185064316,0.11281932890415192,0.03784535825252533,-0.06975670158863068,0.05631741136312485,-0.27721619606018066,0.19970987737178802,-0.13966330885887146,-0.11175119876861572,0.11767934262752533,-1.4459020349022467e-05,1.0,0.34206607937812805,0.8666464686393738,0,0.30000001192092896,0,1,1,0,0,0.0,0.0,0,1201781481,4288,215
827477062,5,428,11050,5880,200999137,201000,196481,308,3578,4584,-5240,-391,29,420,27.40625,0.20604664087295532,0.18948623538017273,0.9434823393821716,-12.489153861999512,9.765987396240234,0.3834902048110962,2.3976998329162598,0.13335490226745605,9.876335144042969,1577,1500,2011,1500,2000,1503,1000,1000,1940,1464,1550,1838,1805,1494,1480,510,462,8090,8127,0,,,,,1,1,1,1,1,1,1,0,1,1,0,0,stabilized_mix,0.5017486810684204,-0.9552935361862183,0.6843520402908325,0.004463995341211557,-0.024376600980758667,-0.29778021574020386,0.0,0.12319999933242798,-0.004463995341211557,0.14757660031318665,-0.0015984394121915102,0.08406906574964523,-0.0022319976706057787,0.07378830015659332,0.0006335582002066076,0.010280768387019634,0.0,0.0,1.0,-0.0022319976706057787,0.07378830015659332,-0.10820415616035461,0.0006335582002066076,0.010280768387019634,0.0,-0.0015984394121915102,0.08406906574964523,-0.10820415616035461,-0.01399739645421505,-0.4537196755409241,13.551072120666504,-0.0010329361539334059,0.03346967697143555,-0.0332358181476593,-0.0007609976455569267,-0.04580008238554001,0.05708920210599899,-0.07902990281581879,0.0563773438334465,-0.11100399494171143,-0.003346583340317011,-4.0022656321525574e-05,13.558672904968262,6.97944974899292,6.579223155975342,1838.0,1805.0,-0.010136931203305721,-0.16449229419231415,-0.04215924069285393,0.04640091583132744,0.11494380235671997,-0.0010869316756725311,-0.04639298468828201,0.05546906590461731,-0.21797685325145721,0.17044863104820251,0.006693166680634022,-0.06436332315206528,0.08817508816719055,-4.002269997727126e-05,1.0,0.2554800510406494,0.8666480183601379,0,0.30000001192092896,0,1,1,0,0,0.0,0.0,0,2278990741,4288,215
827477062,5,428,11051,5880,201003169,201004,196485,332,-11354,14925,-3083,-450,41,395,27.59375,0.2091129571199417,0.2599930167198181,0.9958361387252808,-15.608741760253906,16.00774574279785,-4.561012268066406,2.342055082321167,1.2402125597000122,9.856000900268555,1577,1500,2011,1500,2000,1503,1000,1000,1940,1450,1569,1831,1810,1494,1480,514,466,8090,8127,0,,,,,1,1,1,1,1,1,1,0,1,1,0,0,stabilized_mix,0.8166388273239136,-0.8283172249794006,0.9280719757080078,0.007134535349905491,-0.02649414725601673,-0.29389360547065735,0.0,0.12319999933242798,-0.007134535349905491,0.14969414472579956,-0.0029353017453104258,0.0851651057600975,-0.0035672676749527454,0.07484707236289978,0.0006319659878499806,0.010318032465875149,0.0,0.0,1.0,-0.0035672676749527454,0.07484707236289978,-0.10173968225717545,0.0006319659878499806,0.010318032465875149,0.0,-0.0029353017453104258,0.0851651057600975,-0.10173968225717545,-0.27729254961013794,-0.43828821182250977,13.53991985321045,-0.020476767793297768,0.03235199674963951,-0.03143339604139328,0.008864723145961761,-0.07528124749660492,0.07141754031181335,-0.10783516615629196,0.07931752502918243,-0.11029419302940369,0.03980233892798424,-2.467213198542595e-05,13.549849510192871,6.898285388946533,6.651564121246338,1831.0,1810.0,-0.01011145580559969,-0.16508851945400238,-0.05601463466882706,0.06268767267465591,0.11339332908391953,0.012648958712816238,-0.04378049820661545,0.056473325937986374,-0.2724239230155945,0.27938786149024963,-0.07960467785596848,-0.09044744074344635,0.1199391782283783,-2.4672146537341177e-05,1.0,0.34828272461891174,0.8660840392112732,0,0.30000001192092896,0,1,1,0,0,0.0,0.0,0,1464106766,4288,215
827477062,5,428,11052,5880,201007201,201008,196489,336,5689,1305,3550,-825,-488,709,27.625,0.18235746026039124,-0.17323991656303406,0.6515185236930847,-16.999282836914062,18.782312393188477,-6.74315881729126,2.467630386352539,2.4365100860595703,9.84817123413086,1577,1500,2011,1500,2000,1503,1000,1000,1940,1445,1567,1828,1813,1494,1480,518,470,8090,8127,0,,,,,1,1,1,1,1,1,1,0,1,1,0,0,stabilized_mix,1.1882754564285278,-0.7311050891876221,1.091893196105957,0.011413478292524815,-0.029699379578232765,-0.2898465394973755,0.0,0.12319999933242798,-0.011413478292524815,0.1528993844985962,-0.005077333189547062,0.08680576831102371,-0.005706739146262407,0.0764496922492981,0.0006294061313383281,0.010356074199080467,0.0,0.0,1.0,-0.005706739146262407,0.0764496922492981,-0.10173968225717545,0.0006294061313383281,0.010356074199080467,0.0,-0.005077333189547062,0.08680576831102371,-0.10173968225717545,-0.562568724155426,-0.464871346950531,13.530202865600586,-0.04155480116605759,0.03431491553783417,-0.015460834838449955,0.009765936993062496,-0.08841115236282349,0.07779314368963242,-0.10553658753633499,0.08587289601564407,-0.11002090573310852,0.0588451623916626,-1.7911545000970364e-05,13.549870491027832,6.864492893218994,6.685377597808838,1828.0,1813.0,-0.01007049810141325,-0.16569718718528748,-0.06005311757326126,0.061073414981365204,0.11322906613349915,0.01393335871398449,-0.021523142233490944,0.057505007833242416,-0.29669344425201416,0.32781317830085754,-0.1176903247833252,-0.09790392220020294,0.11733107268810272,-1.7911510440171696e-05,1.0,0.3408936560153961,0.8660853505134583,0,0.30000001192092896,0,1,1,0,0,0.0,0.0,0,2962646946,4288,215
827477062,5,428,11053,5880,201011261,201012,196493,328,3357,5355,-6711,-388,134,448,27.5625,0.3665578067302704,0.13748452067375183,0.9036614894866943,-13.855080604553223,13.356985092163086,3.0393829345703125,2.9380431175231934,3.508941650390625,9.840229034423828,1577,1500,2011,1500,2000,1503,1000,1000,1940,1464,1522,1840,1801,1494,1480,522,474,8090,8127,0,,,,,1,1,1,1,1,1,1,0,1,1,0,0,stabilized_mix,1.518747329711914,-0.8976644277572632,1.0196149349212646,0.016734091565012932,-0.031519174575805664,-0.28521621227264404,0.0,0.12319999933242798,-0.016734091565012932,0.15471917390823364,-0.007741475477814674,0.0877542644739151,-0.008367045782506466,0.07735958695411682,0.0006255703628994524,0.010394677519798279,0.0,0.0,1.0,-0.008367045782506466,0.07735958695411682,-0.0895579606294632,0.0006255703628994524,0.010394677519798279,0.0,-0.007741475477814674,0.0877542644739151,-0.0895579606294632,-0.8182037472724915,-0.5725176930427551,13.496336936950684,-0.0605500265955925,0.042317211627960205,0.027761435136198997,-0.00807616114616394,-0.06277451664209366,0.06346001476049423,-0.034400686621665955,0.05591954290866852,-0.10974365472793579,-0.026523619890213013,-4.769349470734596e-05,13.533230781555176,7.005082607269287,6.5281476974487305,1840.0,1801.0,-0.01000912580639124,-0.16631484031677246,-0.042014434933662415,0.019880572333931923,0.11604536324739456,-0.011509673669934273,0.03867940977215767,0.057477787137031555,-0.24181677401065826,0.23312336206436157,0.053047239780426025,-0.06372183561325073,0.03834376111626625,-4.769354563904926e-05,1.0,0.18086755275726318,0.8650217652320862,0,0.30000001192092896,0,1,1,0,0,0.0,0.0,0,37021747,4288,215
827477062,5,428,11054,5880,201015225,201016,196497,306,-8813,11877,-4202,-400,217,414,27.390625,0.2879580855369568,0.18190120160579681,0.9473893046379089,-15.996574401855469,16.69855499267578,-1.2017769813537598,2.6364939212799072,4.7613301277160645,9.828653335571289,1577,1500,2011,1500,2000,1503,1000,1000,1940,1451,1523,1834,1806,1494,1480,526,478,8090,8127,0,,,,,1,1,1,1,1,1,1,0,1,1,0,0,stabilized_mix,1.7469269037246704,-0.6837062239646912,1.189348578453064,0.023344233632087708,-0.03386169299483299,-0.28027111291885376,0.0,0.12319999933242798,-0.023344233632087708,0.15706169605255127,-0.011051958426833153,0.08896465599536896,-0.011672116816043854,0.07853084802627563,0.000620158389210701,0.010433811694383621,0.0,0.0,1.0,-0.011672116816043854,0.07853084802627563,-0.0895579606294632,0.000620158389210701,0.010433811694383621,0.0,-0.011051958426833153,0.08896465599536896,-0.0895579606294632,-1.1174317598342896,-0.4980892241001129,13.477838516235352,-0.08271963894367218,0.0368131622672081,0.04312519729137421,0.003979957662522793,-0.0786200538277626,0.07328467071056366,-0.0357021763920784,0.077004574239254,-0.10933959484100342,0.010487482883036137,-3.4598284400999546e-05,13.53325080871582,6.939617156982422,6.593634128570557,1834.0,1806.0,-0.009922534227371216,-0.16694098711013794,-0.05457649379968643,0.020141957327723503,0.11576949059963226,0.005670970305800438,0.059991348534822464,0.058732278645038605,-0.27919289469718933,0.2914447486400604,-0.020974965766072273,-0.0877058282494545,0.03973696008324623,-3.4598237107275054e-05,1.0,0.24894316494464874,0.8650230765342712,0,0.30000001192092896,0,1,1,0,0,0.0,0.0,0,332251376,4288,215
827477062,5,428,11055,5880,201019235,201020,196501,340,2910,4671,3189,-897,-471,710,27.65625,0.21677859127521515,-0.16767261922359467,0.7129951119422913,-17.700464248657227,19.502023696899414,-5.189942359924316,2.5361733436584473,5.927797317504883,9.832115173339844,1577,1500,2011,1500,2000,1503,1000,1000,1940,1443,1522,1829,1810,1494,1480,530,482,8090,8127,0,,,,,1,1,1,1,1,1,1,0,1,1,0,0,stabilized_mix,1.9788970947265625,-0.5281726121902466,1.2992522716522217,0.030937599018216133,-0.0362207405269146,-0.275217741727829,0.0,0.12319999933242798,-0.030937599018216133,0.15942074358463287,-0.014855879358947277,0.09018391370773315,-0.015468799509108067,0.07971037179231644,0.0006129202083684504,0.010473538190126419,0.0,0.0,1.0,-0.015468799509108067,0.07971037179231644,-0.0895579606294632,0.0006129202083684504,0.010473538190126419,0.0,-0.014855879358947277,0.09018391370773315,-0.0895579606294632,-1.3965541124343872,-0.4708099663257599,13.45278549194336,-0.10344099253416061,0.0347960889339447,0.05835713446140289,0.010317211039364338,-0.09195369482040405,0.0811079666018486,-0.03478178381919861,0.09008894115686417,-0.10946044325828552,0.04529079049825668,-2.24594259634614e-05,13.533272743225098,6.878933429718018,6.654338836669922,1829.0,1810.0,-0.009806723333895206,-0.1675766110420227,-0.062437817454338074,0.019124316051602364,0.11565419286489487,0.014704054221510887,0.08107388019561768,0.06017231196165085,-0.3089313805103302,0.34037452936172485,-0.09058158099651337,-0.10257209837436676,0.0386706180870533,-2.2459376850747503e-05,1.0,0.2911389470100403,0.8650244474411011,0,0.30000001192092896,0,1,1,0,0,0.0,0.0,0,1088101633,4288,215
827477062,5,428,11056,5880,201023265,201024,196505,296,4492,3660,-2990,-505,76,463,27.3125,0.2740757465362549,0.06081219017505646,0.8862559795379639,-14.191049575805664,15.781371116638184,2.6752848625183105,2.848738670349121,6.6083478927612305,9.827583312988281,1577,1500,2011,1500,2000,1503,1000,1000,1940,1462,1491,1838,1800,1494,1480,534,486,8090,8127,0,,,,,1,1,1,1,1,1,1,0,1,1,0,0,stabilized_mix,2.025881767272949,-0.6452511548995972,1.1288604736328125,0.03804143890738487,-0.03697090595960617,-0.2700992226600647,0.0,0.12319999933242798,-0.03804143890738487,0.16017091274261475,-0.01841682940721512,0.09059891104698181,-0.019020719453692436,0.08008545637130737,0.0006038895808160305,0.01051345281302929,0.0,0.0,1.0,-0.019020719453692436,0.08008545637130737,-0.06966965645551682,0.0006038895808160305,0.01051345281302929,0.0,-0.01841682940721512,0.09059891104698181,-0.06966965645551682,-1.55788254737854,-0.5405627489089966,13.40505599975586,-0.11569702625274658,0.04003429412841797,0.08735175430774689,-0.005660144612193108,-0.0743560716509819,0.0651329979300499,0.01348104327917099,0.06003492325544357,-0.10930225253105164,-0.02334626391530037,-4.642701242119074e-05,13.50610065460205,6.985185623168945,6.520915508270264,1838.0,1800.0,-0.009662233293056488,-0.16821524500846863,-0.04452303797006607,-0.009058495983481407,0.11724858731031418,-0.008048679679632187,0.12129873037338257,0.05984684079885483,-0.24768054485321045,0.2754368782043457,0.04669252783060074,-0.06826894730329514,-0.014993676915764809,-4.642697604140267e-05,1.0,0.1941632777452469,0.8632876873016357,0,0.30000001192092896,0,1,1,0,0,0.0,0.0,0,3546959194,4288,215
827477062,5,428,11068,5891,201071658,201072,196553,310,1953,9024,396,-1064,-481,300,27.421875,0.07183678448200226,-0.0861227735877037,0.8656709790229797,-9.63417911529541,31.928125381469727,-10.821829795837402,0.8096364140510559,6.032041549682617,9.475090026855469,1577,1500,2011,1500,2000,1503,1000,1000,1940,1463,1583,1816,1815,1494,1480,582,534,8090,8127,0,,,,,1,1,1,1,1,1,1,0,1,1,0,0,stabilized_mix,0.4490851163864136,0.12613682448863983,0.9394371509552002,0.07498028874397278,-0.031240573152899742,-0.22213011980056763,0.0,0.12319999933242798,-0.07498028874397278,0.15444056689739227,-0.03708041086792946,0.08821363747119904,-0.03749014437198639,0.07722028344869614,0.0004097339406143874,0.0109933502972126,0.0,0.0,1.0,-0.03749014437198639,0.07722028344869614,-0.015186553820967674,0.0004097339406143874,0.0109933502972126,0.0,-0.03708041086792946,0.08821363747119904,-0.015186553820967674,-1.4413740634918213,-0.06141507625579834,13.353963851928711,-0.10751979798078537,0.004572425503283739,0.0227256678044796,0.017910409718751907,-0.15168780088424683,0.04444585740566254,-0.13020488619804382,0.05765964835882187,-0.09699791669845581,0.09443827718496323,-8.958159014582634e-07,13.43166732788086,6.720312595367432,6.711354732513428,1816.0,1815.0,-0.006555743049830198,-0.1758936047554016,-0.044081225991249084,0.0723109319806099,0.11359217017889023,0.025330599397420883,0.03142353519797325,0.052478015422821045,-0.16814814507961273,0.5572509169578552,-0.18887655436992645,-0.0652097761631012,0.14364506304264069,-8.958738249020826e-07,1.0,0.42016592621803284,0.8585300445556641,0,0.30000001192092896,0,1,1,0,0,0.0,0.0,0,2943216684,4289,216
827477062,5,428,11069,5891,201075691,201076,196557,346,2428,2362,-930,-964,-195,312,27.703125,0.10756275802850723,0.012246519327163696,0.8332909345626831,-8.433944702148438,32.73164367675781,-5.35318660736084,0.9612610340118408,5.945082187652588,9.448789596557617,1577,1500,2011,1500,2000,1503,1000,1000,1940,1469,1587,1823,1809,1494,1480,586,538,8090,8127,0,,,,,1,1,1,1,1,1,1,0,1,1,0,0,stabilized_mix,0.40419334173202515,0.015853574499487877,0.945987343788147,0.07619090378284454,-0.030542107298970222,-0.21814768016338348,0.0,0.12319999933242798,-0.07619090378284454,0.15374210476875305,-0.03770468756556511,0.08790287375450134,-0.03809545189142227,0.07687105238437653,0.00039076298708096147,0.011031819507479668,0.0,0.0,1.0,-0.03809545189142227,0.07687105238437653,-0.015186553820967674,0.00039076298708096147,0.011031819507479668,0.0,-0.03770468756556511,0.08790287375450134,-0.015186553820967674,-1.4220702648162842,-0.09708157181739807,13.35582160949707,-0.10607603192329407,0.007227875757962465,0.018790051341056824,0.012452798895537853,-0.1554628610610962,0.038906753063201904,-0.13710778951644897,0.04898068308830261,-0.09607985615730286,0.04671536386013031,-1.7277547158300877e-05,13.431666374206543,6.802220821380615,6.6294450759887695,1823.0,1809.0,-0.0062522077932953835,-0.17650911211967468,-0.039003003388643265,0.07631471753120422,0.11381557583808899,0.017614316195249557,0.02599518373608589,0.051606159657239914,-0.1472001075744629,0.5712749361991882,-0.09343072772026062,-0.05540085956454277,0.1512829214334488,-1.7277570805163123e-05,1.0,0.44230204820632935,0.8585299849510193,0,0.30000001192092896,0,1,1,0,0,0.0,0.0,0,2728424954,4289,216
