Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4
0.000000000,1,0,0,1,1
0.000256000,0,1,0,0,1
0.000422875,0,0,0,0,1
0.000725500,0,0,1,0,1
0.001026125,0,1,1,0,1
0.001326750,0,0,1,0,1
0.001929875,0,1,1,0,1
0.002230500,0,0,1,0,1
0.002833625,0,1,1,0,1
0.003134250,0,0,1,0,1
0.003737375,0,1,1,0,1
0.004038000,0,0,1,0,1
0.004641125,0,1,1,0,1
0.004941625,0,0,1,0,1
0.005542750,0,1,1,0,1
0.005845375,0,0,1,0,1
0.006146500,0,0,0,0,1
0.006447000,0,1,0,0,1
0.006749625,0,0,0,0,1
0.007350750,0,1,0,0,1
0.007653375,0,0,0,0,1
0.008254500,0,1,0,0,1
0.008555125,0,0,0,0,1
0.009158250,0,1,0,0,1
0.009458750,0,0,0,0,1
0.010062000,0,1,0,0,1
0.010362500,0,0,0,0,1
0.010965750,0,1,0,0,1
0.011266250,0,0,0,0,1
0.011869500,0,1,0,0,1
0.012170000,0,0,0,0,1
0.012773250,0,1,0,0,1
0.013073750,0,0,0,0,1
0.020216000,0,1,0,0,1
0.020516500,0,0,0,0,1
0.021119750,0,1,0,0,1
0.021420250,0,0,0,0,1
0.021723000,0,0,1,0,1
0.022023625,0,1,1,0,1
0.022324250,0,0,1,0,1
0.022927375,0,1,1,0,1
0.023227875,0,0,1,0,1
0.023831000,0,1,1,0,1
0.024131625,0,0,1,0,1
0.024734750,0,1,1,0,1
0.025035375,0,0,1,0,1
0.025638500,0,1,1,0,1
0.025939125,0,0,1,0,1
0.026540250,0,1,1,0,1
0.026842875,0,0,1,0,1
0.027143875,0,0,0,0,1
0.027444500,0,1,0,0,1
0.027747125,0,0,0,0,1
0.028348250,0,1,0,0,1
0.028650875,0,0,0,0,1
0.029252000,0,1,0,0,1
0.029552500,0,0,0,0,1
0.030155750,0,1,0,0,1
0.030456250,0,0,0,0,1
0.031059500,0,1,0,0,1
0.031360000,0,0,0,0,1
0.031963125,0,1,0,0,1
0.032263750,0,0,0,0,1
0.032866875,0,1,0,0,1
0.033167500,0,0,0,0,1
0.033770625,0,1,0,0,1
0.034071250,0,0,0,0,1
0.041213500,0,1,0,0,1
0.041514000,0,0,0,0,1
0.042117125,0,1,0,0,1
0.042417750,0,0,0,0,1
0.042720375,0,0,1,0,1
0.043021000,0,1,1,0,1
0.043321625,0,0,1,0,1
0.043924750,0,1,1,0,1
0.044225375,0,0,1,0,1
0.044828500,0,1,1,0,1
0.045129125,0,0,1,0,1
0.045732250,0,1,1,0,1
0.046032875,0,0,1,0,1
0.046636000,0,1,1,0,1
0.046936625,0,0,1,0,1
0.047537625,0,1,1,0,1
0.047840375,0,0,1,0,1
0.048141375,0,0,0,0,1
0.048442000,0,1,0,0,1
0.048744500,0,0,0,0,1
0.049345750,0,1,0,0,1
0.049648250,0,0,0,0,1
0.050249375,0,1,0,0,1
0.050550000,0,0,0,0,1
0.051153125,0,1,0,0,1
0.051453750,0,0,0,0,1
0.052056875,0,1,0,0,1
0.052357500,0,0,0,0,1
0.052960625,0,1,0,0,1
0.053261250,0,0,0,0,1
0.053864375,0,1,0,0,1
0.054164875,0,0,0,0,1
0.054768125,0,1,0,0,1
0.055068625,0,0,0,0,1
0.062210875,0,1,0,0,1
0.062511500,0,0,0,0,1
0.063114625,0,1,0,0,1
0.063415250,0,0,0,0,1
0.063717875,0,0,1,0,1
0.064018500,0,1,1,0,1
0.064319125,0,0,1,0,1
0.064922250,0,1,1,0,1
0.065222875,0,0,1,0,1
0.065826000,0,1,1,0,1
0.066126625,0,0,1,0,1
0.066729750,0,1,1,0,1
0.067030375,0,0,1,0,1
0.067633500,0,1,1,0,1
0.067934000,0,0,1,0,1
0.068535125,0,1,1,0,1
0.068837750,0,0,1,0,1
0.069138875,0,0,0,0,1
0.069439375,0,1,0,0,1
0.069742000,0,0,0,0,1
0.070343125,0,1,0,0,1
0.070645750,0,0,0,0,1
0.071246875,0,1,0,0,1
0.071547500,0,0,0,0,1
0.072150625,0,1,0,0,1
0.072451125,0,0,0,0,1
0.073054375,0,1,0,0,1
0.073354875,0,0,0,0,1
0.073958125,0,1,0,0,1
0.074258625,0,0,0,0,1
0.074861875,0,1,0,0,1
0.075162375,0,0,0,0,1
0.075765625,0,1,0,0,1
0.076066125,0,0,0,0,1
0.083208375,0,1,0,0,1
0.083508875,0,0,0,0,1
0.084112125,0,1,0,0,1
0.084412625,0,0,0,0,1
0.084715375,0,0,1,0,1
0.085016000,0,1,1,0,1
0.085316625,0,0,1,0,1
0.085919750,0,1,1,0,1
0.086220250,0,0,1,0,1
0.086823375,0,1,1,0,1
0.087124000,0,0,1,0,1
0.087727125,0,1,1,0,1
0.088027750,0,0,1,0,1
0.088630875,0,1,1,0,1
0.088931500,0,0,1,0,1
0.089532625,0,1,1,0,1
0.089835250,0,0,1,0,1
0.090136250,0,0,0,0,1
0.090436875,0,1,0,0,1
0.090739500,0,0,0,0,1
0.091340625,0,1,0,0,1
0.091643250,0,0,0,0,1
0.092244375,0,1,0,0,1
0.092544875,0,0,0,0,1
0.093148125,0,1,0,0,1
0.093448625,0,0,0,0,1
0.094051875,0,1,0,0,1
0.094352375,0,0,0,0,1
0.094955500,0,1,0,0,1
0.095256125,0,0,0,0,1
0.095859250,0,1,0,0,1
0.096159875,0,0,0,0,1
0.096763000,0,1,0,0,1
0.097063625,0,0,0,0,1
0.104205875,0,1,0,0,1
0.104506375,0,0,0,0,1
0.105109500,0,1,0,0,1
0.105410125,0,0,0,0,1
0.105712750,0,0,1,0,1
0.106013375,0,1,1,0,1
0.106314000,0,0,1,0,1
0.106917125,0,1,1,0,1
0.107217750,0,0,1,0,1
0.107820875,0,1,1,0,1
0.108121500,0,0,1,0,1
0.108724625,0,1,1,0,1
0.109025250,0,0,1,0,1
0.109628375,0,1,1,0,1
0.109929000,0,0,1,0,1
0.110530000,0,1,1,0,1
